,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k,score
109,1034,{000F804E-2BA9-4838-8E5C-398EE12275E1},2020-04-23,I though it was a queen wasp and looked for a swarm killed it and no photo,Unverified, ,2020-06-12,47.309925,-122.305768,0.3677115598096524,0.0833333333333333,0.5968008169012444
1591,3058,{009FF50F-7D78-4824-9F2D-DD2C3BD66FFB},2020-08-18,My friend and I noticed an unusually large wasp/hornet looking insect in my backyard this afternoon.  It was generally flying low to the ground in the same 8 feet by 8 feet area.  I also noticed a dead bee in my front yard yesterday.  We believe that the,Unverified, ,2020-08-19,47.678571,-122.284871,0.2901247506152138,0.25,0.5969315524850033
1418,2672,{F6E0DBC8-D340-49D5-B2AA-D4FAC1F27013},2020-08-11,"Suspect Wood Wasp, but I'm no expert.",Unverified, ,2020-08-11,47.12376,-122.777571,0.4029631182219738,0.0,0.5970368817780263
76,130,{0E40ECA2-3A81-49F8-B5EE-2678AA3719C0},2020-04-15,"While looking at water fowl in a neighborhood storm overflow pond, about 4 ft away, 3 ft off the ground I briefly saw a 1-2” “something” fly fast and without sound along the inside of a black coated chaine link fence seperating the pond from E Warn",Unverified, ,2020-04-18,47.192586,-121.972048,0.4029301256821692,0.0,0.5970698743178309
857,1530,{4134CB7E-0EEB-4CD7-A913-87749B1CC440},2020-07-15,I believe I saw one at an ARCO in lake forest park. Looked exactly like the pictures online and was quite large,Unverified, ,2020-07-15,47.777374,-122.308381,0.2685709184346786,0.2916666666666667,0.5975466396597617
239,233,{2C421F40-B7DA-4641-83BA-1558378E01B7},2020-05-03,Sounded like a huge Bumble Bee.,Unverified, ,2020-05-03,47.40808,-123.19669,0.3481838577206424,0.125,0.5977180378962421
137,598,{F90FD7B6-06BD-444C-87FC-9974440BB0D6},2020-04-28,I was walking my dog (the week before I heard about hornet on the News) and notice a large hornet on a rhodendren bush I had never seen one that size and the color orange I had never seen before.  This was in Bridges on Cougar mountain. After seeing on n,Unverified, ,2020-05-08,47.529986,-122.073304,0.3288385849693751,0.1666666666666666,0.59793684431604
1533,4280,{4E64F737-D849-425C-9AE8-059CFD2BAA1A},2020-08-16,"Over the summer (I don't remember when), I had an almost 2"" insect fly up near me as I sat on my back porch. It was black and orange, not hairy, no wasp waist. I live in North Seattle, farther south than other reports so I thought you should know. I was",Unverified, ,2020-10-05,47.679505,-122.3197,0.2888807377908195,0.25,0.5979776384095661
348,503,{0FE4FB39-2937-4813-A589-1AC349D5B81D},2020-05-06, ,Unverified, ,2020-05-06,47.574006,-122.414817,0.3089654315812353,0.2083333333333333,0.5981156838855418
264,279,{72304AB1-721F-406A-BB99-B93816A199A7},2020-05-04,Fly across the side of my left side and landed on the grass but did not get close to it,Unverified, ,2020-05-04,47.511275,-122.18413,0.3285940520272945,0.1666666666666666,0.5981546984006827
520,812,{2ED7F619-A60F-4418-AA49-053C006920C9},2020-05-19,We saw a huge wasp,Unverified, ,2020-05-25,47.682276,-122.311269,0.2885411087045964,0.25,0.598263231290687
1250,2303,{42A695C1-0548-484E-9298-0055EE981D8C},2020-08-02,Killed it have pictures,Unverified, ,2020-08-03,47.40992,-123.18673,0.3475181847116452,0.125,0.5983284627369448
1004,1689,{0D7CCC96-363C-4F92-AA44-79C081A5B5AD},2020-07-22,"I actually saw the hornet about 9:45 PM; however, the date/time won't allow me to enter the correct time. I was watering the plants on my deck and it came up to my star jasmine and buzzed around. He and I were up close and personal for a few minutes. I c",Unverified, ,2020-07-20,47.321185,-122.277472,0.3660095329032658,0.0833333333333333,0.5984073163776759
1481,2844,{EF5FE10D-47B7-4092-B390-C303043523B7},2020-08-14, ,Unverified, ,2020-08-14,47.604186,-122.201567,0.3085112989745142,0.2083333333333333,0.598508752260204
288,374,{EA24FB4C-4345-4418-A305-2F1C2EA08A06},2020-05-05,Walking along 5 mile trail beside Point Defiance Zoo and a hornet flew up to me. Looked to be large and orange in color,Unverified, ,2020-05-05,47.301813,-122.523391,0.3656291483266959,0.0833333333333333,0.5987663516084405
1720,3332,{D1CBB58E-BF9B-4305-81E1-E5A7D68D099A},2020-08-25, ,Unverified, ,2020-08-25,47.413502,-123.196372,0.3470252373522127,0.125,0.5987804974586315
1560,2964,{27A31366-75E6-4FAE-9DD9-8619B39A3061},2020-08-17,Quiet- big.  Husband is trying to catch specimen.,Unverified, ,2020-08-17,47.22222,-122.97223,0.3832956830232034,0.0416666666666666,0.5991479421902759
2021,4040,{11262EAC-8CBB-4C4F-8A5E-C83996285F32},2020-09-17,Large hornet flew in back door and landed near skylight.  Very big/heavy. Made a distinctive buzzing noise. Tried to catch it but it flew back out the door before I could. Compared to images on google and looks very similar- about 1.5” - biggest bee I,Unverified, ,2020-09-18,47.327612,-122.261503,0.3650566307242056,0.0833333333333333,0.5993067362669892
1044,1880,{AE31FFEE-BE0A-4630-B40F-80B5B7EE5D6C},2020-07-26,"About 3” long, dark, hairy/fury, yellowish ring around eyes with dark head, dark wings, quiet flyer",Unverified,Thanks for your submission. Sounds like a bumble bee.,2020-07-26,47.223953,-122.975644,0.3829676983627937,0.0416666666666666,0.5994665897640723
36,36,{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020-04-07,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified, ,2020-04-07,47.32299,-122.310432,0.3648198607326672,0.0833333333333333,0.5995302173800162
399,591,{F291CF08-E961-4676-86F1-B7415460DD4D},2020-05-08,"Between 1-2 inches long. Heard loud buzzing and saw it flying around an open door of our house, about 5 feet from me, for approx 5 seconds. It had a slightly darker complexion than a yellow jacket but similar pattern. Have not seen this before around the",Unverified, ,2020-05-08,47.141193,-122.927118,0.4001878634031222,0.0,0.5998121365968778
1202,2213,{E2DEF9D5-139E-45B5-A276-7CDF1F8FECF6},2020-08-01,Is this a juvenile murder hornet? I have never seen this type of bee in our yard before today. I have more photos if needed.,Unverified, ,2020-08-01,47.440566,-122.115008,0.3458355651816142,0.125,0.5998714316491583
321,435,{AE9B41D7-5105-4FA9-9306-0F2869B97417},2020-05-05,"Triggered motion on my nest camera. Seems larger then typical insects that have triggered camera. Attachement, screenshot from video captured.",Unverified, ,2020-05-05,47.252771,-122.203263,0.3825135657560725,0.0416666666666666,0.5999077940970212
1292,2460,{CFAF1A42-433D-4AAF-9FA8-73CB4D8561D5},2020-08-04,My neighbor saw what we may think could have been a murder hornet in her flowers outside.,Unverified, ,2020-08-05,47.252191,-122.219193,0.382193344046205,0.0416666666666666,0.6002188997164084
341,519,{7A2E235A-6FDB-4D4C-B74F-72332877A886},2020-05-06,"It was dead in the road, as if it were hit. I was crossing the street and it caught my eye because it was so big! Not alive.",Unverified, ,2020-05-06,47.7919,-122.317009,0.2652367311767856,0.2916666666666667,0.6002705297020972
447,662,{C898151F-1DF2-4B10-81C6-CC48BE003938},2020-05-10,Found this dead insect today it is decomposed so no idea what it really is.  I collected it in a jar.,Unverified, ,2020-05-10,47.497239,-122.376487,0.326172011458115,0.1666666666666666,0.6003124912390486
886,1590,{B55BA30F-4FC3-499A-A0E0-812A5E2B07C9},2020-07-17,Good evening. My partner and I believe we just saw an Asian giant hornet flying in our yard. My partner was outside and noticed a large insect flying around. He called for my attention and I saw a very large insect flying around and it was fast. It looke,Unverified,"Your county is currently negative for the Asian giant hornet. If you see it again, feel free to resubmit a sighting with a picture.",2020-07-17,47.793818,-122.310882,0.2650290722497806,0.2916666666666667,0.6004401782670157
1475,2860,{1544BFE3-9782-460D-A37D-0E975CD80BA6},2020-08-14,I was in my friend's garden. I saw it sitting on a Hydrangea bush. It quickly flew away. There is no doubt in my mind that it was  Murder Hornet. It looked exactly like the photos on line. I looked for others but didn't see another within the 30mins I wa,Unverified, ,2020-08-15,47.71906,-122.16638,0.2858803574062429,0.25,0.6005006475193541
1209,2335,{B52E4300-EDE9-4B1D-90E2-47585D2B5792},2020-08-01,"This Hornet was found floating in a bowl of water. Assuming it was a regular hornet, we threw it out. Ten minutes later, seeing one on TV we realized what it was and went looking for it but it was gone. consequently, no picture but I am reasonably certai",Unverified, ,2020-08-03,47.424621,-123.200862,0.3447992112842248,0.125,0.6008217723632553
1129,2031,{2261D80E-3A3D-4D93-B912-F65586B909AB},2020-07-30,"I've been to Cambodia and seen very large bees there. This was similar in size but wasn't yellow or orange w/ black like I've seen in the past. 1.5 - 2 inches long. It flew off before I could get a picture but I'm from here, it definitely wasn't a wasp.",Unverified, ,2020-07-30,47.381713,-121.978853,0.3634399962737836,0.0833333333333333,0.6008326359977388
1234,2243,{94C4F00E-093D-4C6B-8B38-53CCB23A0AD4},2020-08-02,"The hornet was huge! We had never seen anything like it.  It was flying quickly by as if it was surveying the area to see if there was anything of interest in the flower bed, eves of the house, looked in windows, in the top part of our open shed. I don",Unverified, ,2020-08-02,47.443598,-122.133787,0.3445275080152464,0.125,0.6010709253594605
2139,4323,{2D2DD33C-E8E3-4963-BE13-F76E10A226D9},2020-10-09,Saw queen hornet trying to make a nest - yellow and reddish brown,Unverified, ,2020-10-09,47.145673,-122.566734,0.3988235248453231,0.0,0.6011764751546769
1479,2845,{3CC4E96B-9BFD-41A7-A2F5-CE729E687BDC},2020-08-14,"This is the second time I have seen one on our property in the same location. The first time I could not, and didn't want to get close. This time it landing right in front of me. It is at least 2 inches long and has a wider body than a regular wasp. We h",Unverified, ,2020-08-14,47.326281,-122.379045,0.362630708679755,0.0833333333333333,0.6015965017693143
68,105,{474A8B68-7221-4905-AFC8-27036610A3D8},2020-04-13,The suspected Asian hornett was 1.5 inches long and resembled the photo on your site.  I definitely was snot any of the other pictures shown.  It came into the room when I opened the sliding screen and stayed on the screen until I shooed it way.  then it,Unverified, ,2020-04-15,47.603492,-122.33652,0.3045230831334373,0.2083333333333333,0.6019606988838399
481,693,{B963DBF2-E1D9-45CC-AE8C-535726FD463E},2020-05-12,"Very large dark insect hit my sliding glass door several times. I look up and see this huge insect hitting my door. It flew south & happened so fast I didn't get much detail. I've never seen anything so huge like 2"" long or so & big dark head",Unverified, ,2020-05-12,47.800476,-122.373598,0.2617531071209545,0.2916666666666667,0.6031165032911496
2087,4213,{FEFA52FF-BF1E-43C8-AE45-D7ED4469B7B7},2020-09-28,"I am 100% sure I saw a murder hornet in my back yard hovering near wasps. It was at least 2-2-1/2"" long, very bold yellow face with black eyes, striped body shaped like a hornet not a round bumble bee, I have many bees and wasps around but have never see",Unverified, ,2020-10-01,47.495573,-122.624599,0.322983379522889,0.1666666666666666,0.6031532393427628
84,127,{0643853B-3A4B-41C3-A8A1-A4332651761F},2020-04-16,I have seen them around my for the past couple days.,Unverified, ,2020-04-17,47.831406,-122.192662,0.2615454481939495,0.2916666666666667,0.6032861518560682
1852,3657,{5DBCCC76-7CCB-432B-A312-51DE3EBBF235},2020-09-03,Flew up to me on back porch. Was over 2 inches long. Unable to take picture but matched images of these insects online.,Unverified, ,2020-09-03,47.829745,-122.205448,0.2613630188562068,0.2916666666666667,0.6034351889130992
694,1164,{EC16B8DE-BF70-4225-8635-DAAA6AD5B7F4},2020-06-24,Cutting down a tree and saw it among the limbs of the tree once it was cut down. Was flying around-don't know where it went.,Unverified, ,2020-06-24,47.169894,-122.367006,0.3963180325578145,0.0,0.6036819674421855
256,406,{E3E9D733-3976-4F62-B337-D80D206B7874},2020-05-04,it was inside my apt but I'm not sure it can be a yellow jacket,Unverified, ,2020-05-05,47.34653,-122.30682,0.3598942686136146,0.0833333333333333,0.6041793572559372
1254,2295,{29AC312B-2C74-449F-8113-0E4361266A3D},2020-08-02,2 of them on my hydrangea at least 1” long,Unverified, ,2020-08-02,47.16896,-122.40847,0.3957843297080354,0.0,0.6042156702919645
1349,2723,{74C4A183-FBAF-4FB2-A31E-1976A17EF26B},2020-08-07,"Last week, I noted a large wasp on one of our plants and thought it was odd due to its size, about an inch and a half, its ""stocky"" appearance and the orange markings. ings",Unverified, ,2020-08-12,47.545563,-122.173652,0.3217704185006637,0.1666666666666666,0.6042338647626175
1566,3088,{043C2C48-899A-4160-AF3B-F82787E03949},2020-08-18,I am the cemetery superintendent at Evergreen Washelli memorial park in North Seattle. I've had 2 seperate reports in the last week from clients in the area indicated on the map that the hornet was spotted flying into a hedge on our property.,Unverified, ,2020-08-19,47.712197,-122.338381,0.2814302460079027,0.25,0.6042427302416982
66,546,{1641E259-7F78-4049-9827-36A9BBD0197C},2020-04-13,I apologize for not saving the carcas but I didn't realize this was an dangerous species. Two wasps entered my home and was really loud. Unmistakably loud. They were also aggresive coming at me when I tried to kill them. Their bodies were the biggest was,Unverified, ,2020-05-07,48.061953,-122.160771,0.2160370913776908,0.375,0.6045180421978108
816,1461,{D13CA3D7-8C5A-4B8F-9C70-B124A2CA7937},2020-07-09,I believe they have a nest or hive in my backyard on my garage.,Unverified, ,2020-07-11,47.534373,-122.269713,0.3210212937733373,0.1666666666666666,0.6049012590219198
326,439,{23E6E67C-E453-43C8-ACF8-B254EAF32FE4},2020-05-05,Found in garden in Edmonds Washington,Unverified, ,2020-05-05,47.81116,-122.37689,0.2593989923690196,0.2916666666666667,0.6050397155270942
530,788,{481AD543-5EE5-4FF2-96CF-1AEC2B6CFF11},2020-05-20,"I heard one on the 17th, and then saw and heard one on the 19th. This is in the woods behind Cypress Place Condos",Unverified, ,2020-05-21,48.726825,-122.477416,0.0668914040848645,0.625,0.6050460679838067
829,1483,{C6E5B7C3-6500-445B-8038-915DADE24A07},2020-07-12,It appeared to have a “stinger” that was approx 1/4 inch. I attempted to catch it without luck,Unverified, ,2020-07-12,47.25021,-122.95521,0.3770581522625119,0.0416666666666666,0.6052079025582159
450,661,{6503D1D6-2171-4DEF-96DD-ECEF78A655BF},2020-05-10,"Found dead in my parents driveway in Olympia, WA",Unverified, ,2020-05-10,47.162526,-122.810227,0.3947169240084771,0.0,0.6052830759915229
1125,2194,{71626FC5-E2B2-4101-A26E-E0410FC252F3},2020-07-30,Noticable orangish face and distinctly plumper that a wasp. It traveled through our house and was trapped between our screen and door out of panic. I wasn't thinking and opened the screen to release it.,Unverified, ,2020-08-01,48.066078,-122.165939,0.2149347524006924,0.375,0.6053680617496088
489,1066,{0C852A4E-8ADD-46D1-8895-D8D9305D03AB},2020-05-13,I was indoors when i heard a loud thud on the window and saw a very large hornet.,Unverified, ,2020-06-15,48.725687,-122.489292,0.0662393162393162,0.625,0.6054688946394137
1942,3832,{BF7B7E1E-5F30-483B-86D0-7AD4D1170246},2020-09-09,"In my backyard. When I got my camera and came back it was gone, so no pictures. I'm fairly certain from looking at photos that this was a murder hornet.  It was solitary. Looked like the pics in  ",Unverified, ,2020-09-09,47.537185,-122.272258,0.3203536800267045,0.1666666666666666,0.6054960352530079
1434,2974,{D50E0D03-56E2-439A-ABDA-D9CC3887DE1B},2020-08-12,"This bush (see attached photo) flowering  golden Japonica at the time of sighting was with filled with: honey bees, bumble bees and an assortment of various bees. We were so excited to see so many bees at once. It was absolutely fun to watch them being s",Unverified, ,2020-08-18,47.719519,-122.337002,0.2799203521274365,0.25,0.6055123945931957
40,46,{04A51FB3-705E-46B4-B80F-B3A29135B518},2020-04-08,"100% caught one in my house last week, Everett, WA. I was shocked at the size, bigest wasp I had ever seen. Threw it outside alive.",Unverified, ,2020-04-08,47.941026,-122.235926,0.2370902132482513,0.3333333333333333,0.6055218990232804
1456,2696,{532998B2-5E83-413E-9ADE-96558EA8E9D3},2020-08-12,"1.5 to 2 inches long, landed on gutter and flew away before I could take a photo",Unverified, ,2020-08-12,47.717298,-122.357466,0.2798233152456585,0.25,0.6055939925592302
1955,3910,{6A09CCEC-3FA2-4297-9363-530C84A44C0B},2020-09-11,"the hornet I saw was 2 to 2.25 in. long.It was not stripped, the body was yellow and the very back end was solid black.",Unverified, ,2020-09-11,47.814992,-122.374653,0.2586479269040577,0.2916666666666667,0.6056533042618928
1973,3924,{C210733A-3908-42E7-BAA0-4853871D2E1B},2020-09-12,"I saw a large hornet in our greenhouse hanging up side down with a small bee in its jaws eating away,  tried to find something to catch or kill it without destroying it too much but by the time I got back it was gone",Unverified, ,2020-09-12,47.384778,-122.093987,0.3582601675244726,0.0833333333333333,0.6057217432983036
328,420,{A324DF92-EF30-44E0-A5BA-3AD7BCEC0659},2020-05-05,Is this the Asian Hornet.  I am freaking out😱,Unverified, ,2020-05-05,47.563125,-122.120245,0.3200877989706327,0.1666666666666666,0.60573290834504
349,497,{EC9FED21-393B-4E07-91B6-6A3C67496912},2020-05-06,I have not seen one.  I am an engineer from Wisconsin and I have an idea of how to protect bee hives from the Wasp using Imaging technology.  Who can I contact?  I just want to help.,Unverified,Please visit here to learn how to help!  ,2020-05-06,47.628006,-122.306638,0.3001506012405194,0.2083333333333333,0.6057452418244977
32,54,{3AA62A75-F0A9-4DA2-B846-16A4325603D0},2020-04-07, ,Unverified, ,2020-04-08,47.473632,-122.106425,0.3392525831217929,0.125,0.6059080528143582
1332,2444,{6D618007-1DE0-45B6-984C-FF99AC694E04},2020-08-05,Observed climbing inside of garage,Unverified, ,2020-08-05,47.385933,-122.093183,0.3580486271221965,0.0833333333333333,0.6059214108501063
1331,2443,{FBC5814E-AE97-4232-BB24-B6F240AE2B34},2020-08-05,Observed climbing inside of garage,Unverified, ,2020-08-05,47.385933,-122.093183,0.3580486271221965,0.0833333333333333,0.6059214108501063
1661,3213,{1A90B632-141C-42FF-97FB-0940A32EDA95},2020-08-22,Saw one flying around tried to capture it but it got away definitely a murder hornet could not get a photo,Unverified, ,2020-08-22,47.25385,-122.95524,0.376276034995381,0.0416666666666666,0.6059677544649612
1585,2988,{3E999273-8232-40D3-BAF8-22FEC0CB311E},2020-08-18,"NOT CERTAIN BUT SUSPICIOUS! I RAN INSIDE SHORTLY AFTER SEEING A BUG WITH A BRIGHT ORANGE BODY OF 2""+ FLYING HIGH, ABOVE ROOF OF MY HOUSE, THEN INTO A NEARBY FIR TREE. FLIGHT WAS NOT GRACEFUL, ALMOST BEETLE/COCKROACH LIKE SO MAYBE NOT A HORNET? IN THREE Y",Unverified, ,2020-08-18,47.165018,-122.688294,0.3940279621478531,0.0,0.6059720378521469
580,898,{DDDEA5F0-4935-4220-99D2-56759F228BCB},2020-05-29,Saw 2 small holes on our property with one still being dug and took a photo of the large insect I didn’t recognize.,Unverified, ,2020-05-30,47.822319,-122.356278,0.2576232174324817,0.2916666666666667,0.606490448582238
1010,3235,{6DA42A11-AE0F-414A-BB42-0A45916108D8},2020-07-23,"Seen on the ground, appearing to be entering a small burrow in an open grassy area. Unfortunately I didn’t have my phone with me at the time to take a photo, but reviewing the list of other species, I don’t think they fit what I saw. This would have",Unverified, ,2020-08-23,47.631248,-122.317472,0.2991569435711124,0.2083333333333333,0.6066052888664937
1774,3505,{E9A01922-99B5-4F98-973C-9B8090CAA05E},2020-08-28,I have only seen one bee at a time. The first was when it was digging the first hole about 3 weeks ago and then yesterday on my hydrangea. It is about 2 inches long and has a skinny torso. There are more holes now. I don’t see any other bees. I haven,Unverified,Thanks for the submission. That looks like the dwelling of the great golden digger wasp. They are very beneficial pollinators.,2020-08-29,47.822312,-122.361477,0.2574737806345435,0.2916666666666667,0.606612532128955
1208,2186,{13E761D1-B740-446D-B40B-10D53FEBF35B},2020-08-01,Absolutely a murder hornet. It was huge and was in my backyard,Unverified, ,2020-08-01,47.64702,-122.21409,0.2991026029173168,0.2083333333333333,0.6066523226891027
472,671,{A5EBE786-D1B0-4EB2-98E7-E22E9445E63A},2020-05-11,I have other photos if needed. It is a large bee with striping on its body that matches the photos. Last night on our security camera there was a swarm of insects that were traveling together intentionally. I’ve never seen anything like it and this mor,Unverified,"Yes, please upload a photo(s)",2020-05-11,47.565472,-122.135335,0.3190184525334388,0.1666666666666666,0.6066855877151841
145,684,{FB0012A8-9767-4661-83C8-91DD86B870EB},2020-04-29,I saw what I thought was a HUGE wasp from my car.  I did not take a picture,Unverified, ,2020-05-12,48.738894,-122.491689,0.0636115574807672,0.625,0.6071727853884972
1922,3827,{F47663C0-E04F-488B-B163-934F00F3B393},2020-09-08,"Few in to my shop and buzzed around, unfortunately couldn't get a picture of it but was within ten feet of me.",Unverified, ,2020-09-08,47.738968,-122.290709,0.2772188453387363,0.25,0.6077840819675973
1432,2748,{445F61C5-7D5E-4A18-AF19-BB8886FED153},2020-08-11,"saw the hornet while walking up the driveway. it was dusk. i didn't capture a photo. it was 2"" in length and dark black.",Unverified, ,2020-08-12,47.258157,-122.590771,0.3743935194888872,0.0416666666666666,0.6077966784092369
1426,2669,{32BAAF4E-13D9-4E02-B46C-A678B3EA9DE5},2020-08-11,"The size, coloring and sound of this hornet is unmistakable. Scary. It was in our vegetable garden near the ground hovering over our fingerling potatoes, nest to our beans.",Unverified, ,2020-08-11,47.955979,-122.244665,0.2336357002569536,0.3333333333333333,0.6082637478014923
142,588,{C1B471F5-E378-4D3B-BA20-C1B05D9111A1},2020-04-29,"Hornet looking like huge bumblebee, he was yellow and black. Hovered on my deck as I looked on through the glass doors. I also have a known bees nest on the deck I have yet to destroy. No photo.",Unverified, ,2020-05-08,47.956732,-122.242694,0.2335638929644379,0.3333333333333333,0.6083207412873315
563,931,{EA7753C6-0776-4810-A8AE-412DA092A0D1},2020-05-27,"I definitely had one on my back porch, it was huge, with an orangey red bum and a large stinger. It did not cross my mind to take a photo until I saw this post from Custer but it was 100% the same thing.",Unverified,"If you happen to see it again, please snap a photo and resubmit a sighting.",2020-06-02,48.75973,-122.46785,0.0617309827119091,0.625,0.6083921872613641
920,1668,{FE35D13D-9424-43CC-BDEE-42B5D1A5704A},2020-07-19,Noticed giant hornet hovering around strawberry plants in my garden. I knew exactly what it was due to it’s size and orange coloring. I tried to snap a picture but it flew away. Definitely much larger than the hornets that usually hang around our prope,Unverified,"Your county is currently negative for Asian giant hornet. If you snap a picture, feel free to resubmit here.",2020-07-19,47.471996,-122.193328,0.3365413726449148,0.125,0.6083942437836344
39,52,{CE1A6C29-2394-48A7-A17F-0DFCF709954E},2020-04-08,I spotted two hornets on my patio umbrella. I was not able to get a picture of them,Unverified, ,2020-04-08,47.288518,-122.252099,0.3736036392712142,0.0416666666666666,0.6085640722703916
595,888,{46B1C49A-8ABA-4D09-85D5-EA1FF5DCA368},2020-05-30,"I saw what appeared to be one of those killer Hornets, I work for a preschool and we are outside a lot with the children especially on nice day and I've seen a lot of different types of bees and this one was a new type of be. It stood out because it was",Unverified, ,2020-05-30,47.736186,-122.352744,0.2759496029250797,0.25,0.6088513833633291
1855,3653,{7B16E404-F661-42D9-B3D4-C9BA7AFCDB7D},2020-09-03,Appeared while gardening.  Very attracted to yard waste.  Approximately 6PM,Unverified, ,2020-09-03,47.740932,-122.32461,0.2757535884238881,0.25,0.6090162112547188
1325,2472,{AAEF0693-F65A-4622-995C-3C68AAA3939A},2020-08-05,saw an giant hornet in my back yard but flew away before I could catch it,Unverified, ,2020-08-05,47.970791,-122.204464,0.2323567541551192,0.3333333333333333,0.6092788479952235
1691,3237,{73C923EB-0FEC-44CE-AD45-291F8FF4314A},2020-08-23,Flew through our back yard.,Unverified, ,2020-08-23,48.858538,-122.610272,0.0328139919420573,0.6666666666666666,0.6092890053579972
1086,1981,{9D0E0E86-C31E-401B-A750-64C9BCBE874F},2020-07-28,"Flew by me.  2 inches long, black and orange",Unverified, ,2020-07-28,48.858854,-122.611715,0.0326548514559413,0.6666666666666666,0.6093892575821712
1312,2518,{6F172C5F-5726-4E9C-A48D-C44BCF51F3E6},2020-08-05,Captured Murder hornet,Unverified, ,2020-08-06,47.266457,-122.58301,0.3726662629932384,0.0416666666666666,0.6094747632653247
1268,2306,{7B8CA71A-3BED-40DA-8689-F9185828D8F2},2020-08-03,"We were playing on the turf soccer field at the Bothell high school in Bothell Washington. We are absolutely positive that we saw a murder hornet on the turf field by one of the goals. As we were walking in the six yard box, my husband looked down and sa",Unverified, ,2020-08-03,47.760316,-122.220738,0.27518883377194,0.25,0.6094911114170399
1106,2015,{041E0D6E-E363-4B74-98A5-D28B10995F64},2020-07-29,"I was out gardening and a redish orange bee caught my eye, its very strange because I live in the Methow Valley in Washington state and I’ve never seen such a thing.",Unverified, ,2020-07-29,48.551615,-120.190617,0.3723673893973621,0.0416666666666666,0.6097651285100861
1104,2017,{462C0657-7499-48EE-8EB9-E0F933F1D869},2020-07-29,"I saw a red and orange hornet while gardening, I think my last submission didnt go through so im re-submitting.",Unverified, ,2020-07-29,48.551876,-120.190794,0.3723266339070153,0.0416666666666666,0.6098047237707354
428,629,{A2BAA525-8B37-4B26-AF7B-649C1CD85569},2020-05-09,We saw what we think was the asian giant hornet on a tree by a dock at lake sawyer in black diamond. I have more pictures but it was hard to safely get a good quality picture from different angles.,Unverified, ,2020-05-09,47.328075,-122.039486,0.3721247971929171,0.0416666666666666,0.6100008145853791
1603,3274,{4558AFF7-33C9-4963-BBE5-46872375EA38},2020-08-19,"extremely large hornet with full face mask and mostly black body; between 1-2 inches long and very thick, not slender; face mask was yellow, otherwise it looked like (maybe?) a very large bald-faced hornet; very loud and aggressive",Unverified, ,2020-08-24,47.747817,-122.320809,0.2744144794553513,0.25,0.6101422631859955
1272,2319,{9F021518-7A97-44F7-B528-9B3B7BD793D7},2020-08-03,"We saw a very unusual wasp like insect at 5pm in our back yard. About 2""inch, yellow, black stripes and fast flying. It landed on our playset trampoline briefly which is when we observed it. My husband and another friend immediately said it looked like a",Unverified, ,2020-08-03,47.545172,-121.882454,0.3345967535340832,0.125,0.6101774673707601
126,159,{D35FE2FF-3E24-42ED-8160-FAB6E31845B9},2020-04-27,I picked up a rock and it flew into my armpit and stung me.,Unverified, ,2020-04-27,48.763386,-122.499319,0.058552054464861,0.625,0.6104534672074489
2018,3999,{EEAE498E-0F83-4FB2-9B99-F4AEE52658F6},2020-09-16, ,Unverified, ,2020-09-16,47.58793,-122.12878,0.314597452199632,0.1666666666666666,0.6106242512454706
1964,3889,{BC8CB186-C8A0-4D79-9F0F-3C03C6897E45},2020-09-11,My 12-year-old son Emmett spotted what he thought was a giant Asian hornet at Lorraine Ellis Park in the Columbia neighborhood this evening. He described it as being mostly black 2 inches in length with a low buzzing sound,Unverified, ,2020-09-11,48.76832,-122.492966,0.0581639069377488,0.625,0.6107051497405483
1070,2178,{76A1BD1E-EA8B-4AA9-8078-28245E14B5D7},2020-07-27, ,Unverified, ,2020-08-01,48.770161,-122.489015,0.058154203249571,0.625,0.6107114418038758
156,411,{849650F5-DAB1-4EA5-B111-81FCD567BE7A},2020-04-30,Hornet entered our kitchen and my husband killed it and showed it to me because it was the biggest hornet/yellow jacket we’ve ever seen!!! And we have also seen a few outside!,Unverified, ,2020-05-05,47.282833,-123.042787,0.3713814946784973,0.0416666666666666,0.6107229567200779
629,2151,{2423E1F3-D303-4CB6-9E49-884CBDBD6095},2020-06-07,"I saw what looked like the hornet in this article resting on my arbor. I got within 3 feet until I realized what this could possibly be. I ran back inside to get my phone to take a photo, but when I got back outside, it was gone. I stood there, looking a",Unverified, ,2020-08-01,47.283,-123.04477,0.3713814946784973,0.0416666666666666,0.6107229567200779
1968,3913,{43EF3545-1DB4-4D00-B933-7291122C48DA},2020-09-11,We think we have caught a live murder hornet and it is currently in a bucket and we aren't able to take a picture.,Unverified, ,2020-09-11,47.386052,-122.258264,0.3527465319018452,0.0833333333333333,0.6109259223319883
464,678,{C92FF96E-9EB1-429C-BB78-8F92D42BCA47},2020-05-11,Spotted flying across yard back and forth into bushes.,Unverified, ,2020-05-11,47.191265,-122.565487,0.3890111553599291,0.0,0.6109888446400709
