,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k
2157,{E43558AC-76AE-4E7D-A2DE-B2F280DA187B},2020-07-28,"This is the second sighting. We have a large vegetable garden and something was making the cilantro closer dip over several inches. It looked just like the photos except the striped abdomen was quite orange, in addition to the stripes. I also saw one ver",Unverified, ,2020-08-01,47.818003,-122.189047,0.266078373287151,0.21951219512195122
2135,{9B305FBD-0705-4BC8-9CEF-E9CD18D65423},2020-07-28,"I had my shed torn down and removed.   One of the workers found it and I put it in a zip lock bag.  It was alive on Tuesday don't know now.  I refuse to open the bag to see it, it's really big and the bag is not see through.  If you interested in it your",Unverified, ,2020-07-31,47.272976,-122.350815,0.36882083067480936,0.04878048780487805
2356,{392234DB-1AB4-4134-AB9A-EB159170EA16},2020-07-28,"Massive hornet...orange and black, the size of a small hummingbird...Nisqually Valley near the public fishing",Unverified, ,2020-08-03,47.057771,-122.692725,0.40597370339987243,0.07317073170731707
1970,{4C2DBE85-AC20-4F35-818B-05EF143A331E},2020-07-28,Two HUGE hornets flew out of o e of my flowering plants on my 5th floor deck - West Seattle. It happened too fast so no picture available.,Unverified, ,2020-07-28,47.567083,-122.364952,0.308088749126485,0.5853658536585366
1981,{9D0E0E86-C31E-401B-A750-64C9BCBE874F},2020-07-28,"Flew by me.  2 inches long, black and orange",Unverified, ,2020-07-28,48.858854,-122.611715,0.04953589766961384,0.4634146341463415
1980,{590A5646-3599-49AE-8B4E-C2E8122B5A5C},2020-07-28,We have a lot of plants on are porch.  While siting out side I obsreved a lage black hornet.  I looked it up on the internet and it was identical to the Asian Giant Hornet.,Unverified, ,2020-07-28,47.29865,-122.332538,0.3641475252939568,0.1951219512195122
1974,{6599BB39-3973-4893-B69C-0359B69EBABD},2020-07-28,Only a brief glimpse as the hornet landed on a rhode in my backyard.  Orange and black bands around the body and appx 4 cms long.  Not enough time to capture it or get a picture.,Unverified, ,2020-07-28,47.953659,-122.215721,0.2383461702063015,0.3902439024390244
1971,{FECBECC2-7D3D-4C5C-A3FA-8A41E8EA12F9},2020-07-28,Trapped in an opened slide window.,Unverified, ,2020-07-28,47.62117,-122.008875,0.3144046425424604,0.04878048780487805
1966,{9499D712-8097-409F-9C6C-FD0C7F92E968},2020-07-28,"14 yr old who study all varieties of bees, hornets and wasps this year. Abt 7:30pm- one landed on our patio by shed- had yellow flat head with very big eyes, the yellow matched the body stripes. It was longer than her pinky finger. It had a very low buzz",Unverified,Thanks for the submission. Look up native Cicada killers of Washington state. That could be what it was. They are flying right now.,2020-07-28,46.25678,-119.330943,0.7693578525202809,0.024390243902439025
1961,{A4A6D90B-3B9D-425F-B28F-529D7FA21215},2020-07-28,Gnarly sized hornet,Unverified, ,2020-07-28,45.623707,-122.592383,0.7089713790903291,0.17073170731707318
1960,{3BEAAA07-9E6C-4A74-A106-B64918D08969},2020-07-28,Gnarly sized hornet,Unverified, ,2020-07-28,45.623707,-122.592383,0.7089713790903291,0.17073170731707318
2009,{D5C48639-2AC3-46C3-937B-621011F5483D},2020-07-29,Large wasp flying while holding a bee,Unverified, ,2020-07-29,47.987712,-122.180778,0.23399378664965215,0.3170731707317073
2143,{6323164D-8827-46AA-B346-C63A76BF6B3A},2020-07-29,"We were camping there earlier this week.  95% certain we saw a few there.  Not sure what else they would have been, they were massive and looked just like the pics.",Unverified, ,2020-08-01,47.59459,-119.36531,0.5781112326436363,0.21951219512195122
2144,{F406FF30-EF5D-4699-A2DD-3AD6B5EBDA4C},2020-07-29,"Big, orange, ugly, made really loud bzzz sound. It was narrow not chunky like a bee. Really mean looking. Like a mosquito on steroids but orange and with shorter legs.",Unverified,"Sorry, no insect in photo. Feel free to resubmit.",2020-08-01,47.767688,-122.263346,0.272088536444566,0.4634146341463415
2018,{50D566F4-3F48-4FC3-981D-E2A3806D9B09},2020-07-29,I found it dead in the sand at the swimming area of Columbus Park at Black Lake in Olympia WA.,Unverified, ,2020-07-30,46.99693,-122.9841,0.4169970832193966,0.04878048780487805
2153,{6BCAD146-38DE-403B-B467-E927133C1277},2020-07-29,"Noticed on tree leaves east side of city park in Almira, WA.  W Main St and S 2nd St.  Very large,  didn't stay on leaf long enough to get a photo, but saw it several times.  Much larger than normal hornet or yellow jacket.",Unverified, ,2020-08-01,47.710574,-118.939676,0.6184258499680978,0.07317073170731707
2088,{8F286A55-795A-4DA3-8403-07678678B67A},2020-07-29, ,Unverified, ,2020-07-31,45.762947,-122.661533,0.678952845380245,0.0975609756097561
1986,{839A325D-EB6D-456C-B334-EC12C63C7FAE},2020-07-29,"I'm not sure this a giant Asian hornet...it doesn't look like the pictures on the site... so, what is this? We have never seen one before.",Unverified, ,2020-07-29,48.781786,-118.563347,0.6024481208033301,0.0
2035,{C77C4F8C-6373-45EA-8E54-ECBCCCFFD1F7},2020-07-29,"I was picking blackberries in my yard.  Two identical 2” long wasps were less than 3 feet away on the blackberry vines.  I zoomed around a few times, the other was sitting on a leaf.  They were  bright colored, with knife shaped wings.  When at rest th",Unverified, ,2020-07-30,47.526083,-122.315427,0.31832406647829126,0.2682926829268293
2254,{A13021E0-9856-40B9-A09C-266BC8B96E1F},2020-07-29,"I was working on a well at a customers residence and I saw one, we tried to kill it but it hit the ground after smaking it then flew away. Customer saw another one about 1/2hr later. I left and told customer he should report it. Sorry no photo. It was bi",Unverified, ,2020-08-02,47.099289,-122.399467,0.4032487163127032,0.024390243902439025
2283,{35FED5F1-81BD-4169-861D-6401E082D51F},2020-07-29,"I believe I spotted an Asian Giant hornet in my garden.  Interestingly, it was quite furtive and disappeared the moment I came near.",Unverified, ,2020-08-02,48.75235,-122.47122,0.0787625710205694,0.9024390243902439
2293,{DD294A58-CB38-4AB0-B5DF-3726F70184E6},2020-07-29,"Not colored like a yellow jacket but HUGE!  A giant 1.5"" ALL BLACK wasp flew right toward me as I sat directly in the sunshine.  Mistakenly sure it was the Asian bee. NOT!                                             e just off I-405.  Mistakenly thought",Unverified, ,2020-08-02,47.675545,-122.20032,0.293444079846869,0.4634146341463415
2017,{462C0657-7499-48EE-8EB9-E0F933F1D869},2020-07-29,"I saw a red and orange hornet while gardening, I think my last submission didnt go through so im re-submitting.",Unverified, ,2020-07-29,48.551876,-120.190794,0.38803816121289464,0.024390243902439025
2291,{5C228491-D6C5-4A07-9603-63224592165C},2020-07-29,"I was watering outback noticed the the burnt orange looking wings as it landed on the grass it definitely was an Asian Hornet, it looked just like the 1 in the pictures.",Unverified, ,2020-08-02,45.683554,-122.574034,0.6965731625801356,0.0975609756097561
2015,{041E0D6E-E363-4B74-98A5-D28B10995F64},2020-07-29,"I was out gardening and a redish orange bee caught my eye, its very strange because I live in the Methow Valley in Washington state and I’ve never seen such a thing.",Unverified, ,2020-07-29,48.551615,-120.190617,0.3880761401270015,0.024390243902439025
1988,{9F4CB902-833F-430D-A7C8-94A35EB41809},2020-07-29,"There were 3 or 4 of these on my golden rain tree flowers for hours today. They're very sketchy when they fly,  almost like a moth. At least 2"" long if not longer. I came very close to catching one, but he didn't like me nearby and buzzed my face as he t",Unverified, ,2020-07-29,48.186544,-122.132381,0.20088946616838335,0.14634146341463414
2007,{ADFF22A0-240B-4201-8971-C5697CAC01E2},2020-07-29,have seen a large amount flying around my yard,Unverified, ,2020-07-29,48.116084,-122.340956,0.19980326922492636,0.04878048780487805
2001,{FF28F63A-4464-46CF-91B8-719EF7CB1A0F},2020-07-29,This was different color and much larger hornet than I have seen around our house. Most distant about it was the wings where 90 deg or more off it’s body. Most hornets I have experienced have the wings angled back. It was in our blue bushes and left be,Unverified,Please feel free to resubmit a sighting if you get a picture. Thanks for submitting.,2020-07-29,48.747658,-122.40881,0.08617985294564459,0.24390243902439024
2010,{7506586C-9403-4726-BC84-D6F59A0F13AC},2020-07-29,It was flying in our backyard it was fast but definitely Asian hornet,Unverified,Thanks for the submission. It is unlikely it was an Asian giant hornet. Your county is currently negative for them. Feel free to resubmit a sighting if you do get a photo.,2020-07-29,45.762781,-122.661018,0.6789927232400572,0.0975609756097561
2011,{92B2F42E-478E-4DF7-B378-9D88ADA58FD9},2020-07-29, ,Unverified, ,2020-07-29,47.48617,-122.206187,0.330933065961778,0.21951219512195122
2000,{A8D31E63-7C98-4DBD-83EF-15DE10B2E80C},2020-07-29, ,Unverified, ,2020-07-29,47.74778,-122.135207,0.28271313766596784,0.12195121951219512
1991,{FF8CD8AF-08E0-4446-ADD3-6FF043818263},2020-07-29,"A bug flew down on to the cement in from of the Bay 1 bus station at the Eastgate Park & Ride. It was about two inches and had dard yellow and black markings and broad dark yellow, transulcent rounded wing. Going from memory, I believe it had black stran",Unverified, ,2020-07-29,47.58082,-122.15178,0.31459833500440554,0.2926829268292683
1983,{29300991-E5B7-47EE-842E-138221C101DB},2020-07-29,We were on our back porch and I had a hornet buzz by me hitting my shoulder. I moved quickly and my girlfriend seen it stating that it was huge. She then seen it again and pointed it out to me. It was flying around the porch then landed on a leaf in our,Unverified, ,2020-07-29,46.577097,-120.703587,0.5973323610731323,0.0
2171,{989A65B3-B6FF-46D2-8707-A1A80B082D69},2020-07-29,Murder hornet cited. Did not get a chance to take a photo to but confirmed citing through various pictures of the species.,Unverified, ,2020-08-01,47.4176,-120.28674,0.49628376325464113,0.14634146341463414
2013,{936724B7-A09B-4B9C-AD46-CF65670F9359},2020-07-29,Opened garbage can and the bee came out and hovered over my head,Unverified, ,2020-07-29,48.12418,-123.61325,0.19919560659921612,0.0
1989,{3450C639-DCE4-424B-8CB4-EB3BFA809283},2020-07-29,"My picture wouldn't upload,  sorry. But I just I'D it as a Golden Digger Wasp from another entry. 🙂 How cool are you guys? Please delete my previous entry.  Thank you",Unverified,"No problem. Thanks, Vicki. Nice sleuth work!",2020-07-29,48.186544,-122.132381,0.20088946616838335,0.14634146341463414
1982,{21870CE5-A204-487D-946E-27F610CE3FA6},2020-07-29,Large hot yet shape 2” long orange and black.,Unverified, ,2020-07-29,48.74463,-122.482841,0.07859736274420442,0.8780487804878049
2012,{1536BBFF-701C-44C4-B2FA-57B0CB415315},2020-07-29,i caught the suspected bee. it is not dead yet so i cant take a picture,Unverified, ,2020-07-29,47.31709,-119.54556,0.5907715036611674,0.12195121951219512
2203,{DC45732E-0F35-4A63-B12E-9ABA90C3CD41},2020-07-30,"I was walking home from grocery shopping at Thriftway, Morgan Junction in West Seattle. I was walking down Holly Street in between 42nd Ave and California Ave...heading toward California on the side of the street where there are homes and condos. There w",Unverified, ,2020-08-01,47.542937,-122.386423,0.31223604654695714,0.5609756097560976
2050,{29DABF13-1722-4AE6-847D-78B8BF12B9B0},2020-07-30,Flew over and around our backyard seating area. It landed nearby on a tree stump and stayed long enough for me to identify it. I did not have my phone with me to get a picture.,Unverified, ,2020-07-30,47.524663,-122.034002,0.3317382189408441,0.24390243902439024
2049,{75905C5A-A4BE-4A30-9CD3-F23DF2ED5B40},2020-07-30,"2 inches long, black and orange, no photo as I didn't have my phone with me, corner of NW 59th Street and 22nd Ave NW in Ballard, Seattle, WA 98107 - flying low to ground over a bark covered ""natural"" area between the sidewalk and curb on the NE corner o",Unverified, ,2020-07-30,47.671651,-122.384529,0.28606667578160605,0.8292682926829268
2044,{AA7042B1-457F-4836-933F-3D48B17A6A3A},2020-07-30,I was out walking ou lot making sure it was clear of trash and saw one land on the ground for a few seconds and flew off. Unfortunately it did not stay still long enough for me to snap a picture of it. It was about an inch and a half long and had orange,Unverified, ,2020-07-30,47.71045,-122.17243,0.2879884088354146,0.1951219512195122
2053,{5667411F-314D-4EA7-B12C-5A9971156F3F},2020-07-30,It was definitely an asian hornet it chased us Inside the house in vancouver wa in the 98682 zip code,Unverified,"Thanks for the submission. Without a photo, we cannot verify. Your county is Negative for Asian giant hornet.",2020-07-30,45.64615,-122.519636,0.7051032266885425,0.04878048780487805
2194,{71626FC5-E2B2-4101-A26E-E0410FC252F3},2020-07-30,Noticable orangish face and distinctly plumper that a wasp. It traveled through our house and was trapped between our screen and door out of panic. I wasn't thinking and opened the screen to release it.,Unverified, ,2020-08-01,48.066078,-122.165939,0.22029479233129767,0.34146341463414637
2217,{3FCE81D6-CA84-4A03-A2F2-40BD0AF457BD},2020-07-30,It was attracted to the wet areas around the lake we were visiting. There were about 5 flying around.,Unverified, ,2020-08-01,47.588091,-119.339399,0.5819660924254855,0.0975609756097561
2023,{511A1FE6-E936-42D2-A454-F3497E2BCE9B},2020-07-30,Landed on rocks where sprinkler was hitting for water. Looks to be 2x or 3x the size of a yellow jacket. Tried to get close enough for a clearer picture but it kept moving. I went get wasp spray and contain and it was gone when I came back,Unverified, ,2020-07-30,47.669904,-119.105042,0.6018461550147359,0.024390243902439025
2039,{8C65A889-D770-4930-B9AF-8E0704AA2876},2020-07-30,"I was away for two weeks. When I came back yesterday, I found this drowned in a water container, close to my bee hive.",Unverified, ,2020-07-30,45.843057,-122.407897,0.6653962719897913,0.0
2031,{2261D80E-3A3D-4D93-B912-F65586B909AB},2020-07-30,"I've been to Cambodia and seen very large bees there. This was similar in size but wasn't yellow or orange w/ black like I've seen in the past. 1.5 - 2 inches long. It flew off before I could get a picture but I'm from here, it definitely wasn't a wasp.",Unverified, ,2020-07-30,47.381713,-121.978853,0.36268343815513626,0.04878048780487805
2030,{66D387C0-4302-4BB9-BC28-AC0487DDF2B7},2020-07-30,"It was 11/2"" . It was on the back of a 2"" long green grasshopper and flying it landed I looked around for something to swat it with it flew off with its prey.",Unverified, ,2020-07-30,46.385985,-117.070725,0.9948234740072311,0.0975609756097561
2029,{4C10C5A2-4249-42E7-AC27-751067A05769},2020-07-30,I was on my driveway watering when my wife said what is that behind you. It seemed to be attracted to the water. I turned around to make sure it wasn't going to land on my back but it landed on my shorts. I sprayed it with water and it flew away. I was t,Unverified, ,2020-07-30,47.337778,-122.350756,0.35550352444322914,0.17073170731707318
2377,{0913DB97-69D1-415D-AEFA-41C3A71441EA},2020-07-30, ,Unverified, ,2020-08-03,47.275425,-122.659747,0.36074841248139033,0.0
2027,{8B433DDB-D9FC-4E40-AAAE-AAD893ADFFD5},2020-07-30,Biggest god damn thing I’ve ever seen,Unverified, ,2020-07-30,47.323449,-122.583545,0.35212530003342146,0.12195121951219512
2026,{AD9814EF-75D5-4377-BA69-BED65D9F0EE6},2020-07-30,Saw a single one of these “Murder Hornets” outside the front of our house. It’s stopped by some of our white flowers for a moment and flew away. We normally see a lot of honey bees around the same flowers. Unknown if that’s related.,Unverified, ,2020-07-30,45.662256,-122.624764,0.7005191717558412,0.14634146341463414
2059,{CE876B6C-73F9-4041-91E7-F124D588061B},2020-07-30,"The hornet was about the size of my thumb, mostly black in color. The sting was very obvious. I didn't get a picture because I was in shock of what I was seeing. I've never seen anything like it before",Unverified, ,2020-07-31,47.189386,-122.446361,0.38330029167806035,0.21951219512195122
2021,{2751D16B-AEDD-424D-98BD-0F13B306D829},2020-07-30,"seen flying and killed, seen drowned in horse water trough",Unverified, ,2020-07-30,45.758539,-120.467877,0.7655523653267707,0.0
2040,{CC2A6861-7914-4723-9C33-31A30B36A330},2020-07-30,Saw what I believe to be a murder hornet while walking in my back field.,Unverified,"Thanks for the submission. To verify, we really need a photo. Feel free to resubmit a sighting if you get one. You are in the hotspot.",2020-07-30,48.879151,-122.497884,0.06106439704675965,0.12195121951219512
2191,{29112F54-AB97-4E12-B1AA-47E3EA818A51},2020-07-30,We notice it on our screen door when we realized what it was it flew away when we tried to open screen to capture it it was very large could not kill or capture  did not get photo because by the time we realized what it was flew away,Unverified, ,2020-08-01,46.48904,-122.38288,0.5306584784127854,0.0
2020,{947C06CD-C363-4EC5-A842-185C16306DE8},2020-07-30,"Did not see actual hornet, but came across two bees on patio with no heads",Unverified, ,2020-07-30,47.5231,-121.93925,0.33735909822866345,0.024390243902439025
2081,{B064A6A4-E434-400A-AA4F-44702F7D8F64},2020-07-30,"Possible giant Asian hornets observed ~5 individuals at the kettle falls national park campground, Stevens county, Washington.",Unverified, ,2020-07-31,48.603081,-118.123295,0.6684023030413515,0.0
2097,{0476F3F7-2AAB-4A47-AB88-958C8E3E358F},2020-07-30,Yesterday around 3 p.m. I saw a hornet on a yard ornament in our yard. I noticed right away that it was very large (which is what drew my attention) and that it was orange and black instead of the yellow I'm use to seeing. I stood about 3 ft from it and,Unverified, ,2020-07-31,47.720532,-122.371302,0.2766839850514994,0.24390243902439024
2099,{67B20D50-D1F1-4E7D-A0BF-BFAF5CD99331},2020-07-30,Do asian giant hornets feed on pollen? I saw what could have been one (much larger than any bee I've seen before) feeding on lavender along with normal bees on a walk yesterday.,Unverified, ,2020-07-31,47.67418,-122.364,0.28636291131163977,0.8048780487804879
2145,{86DDBC77-0A29-42BC-8D65-D08D0C570C2F},2020-07-30, ,Unverified, ,2020-08-01,47.621681,-117.397561,0.8250862121350228,0.14634146341463414
2152,{6CAE5F2E-01D1-44A3-8988-4F95F88791B4},2020-07-30,"It flew near the house, I could hear it before I saw it. I lost sight of it and 30ish seconds later it reappeared very close to my nose!",Unverified, ,2020-08-01,47.706285,-122.30954,0.28218333181417676,0.4878048780487805
2093,{3D263A89-3041-47AC-9009-EF93927BA313},2020-07-30,The hornet flew at me as I was coming out of my house. I retreated and it flew out into the road about 15 feet away from me. Because of its size I was still able to see it fairly clearly.,Unverified, ,2020-07-31,48.70777,-122.50719,0.08154642542460426,0.2926829268292683
2176,{08DB9836-C51D-475B-AA13-6782B4BB3B83},2020-07-30,"I noticed the large insect acting strangely, so I approached. It was flying in an up and down motion bouncing off the ground. Sorry no photo. I did realize what it could be because it was not familiar to me. It finally flew off.",Unverified, ,2020-08-01,47.379108,-122.276375,0.3497098410962234,0.1951219512195122
2138,{F16D5D7E-4C74-4E0E-88A3-AB93598C5621},2020-07-30, ,Unverified, ,2020-08-01,47.525856,-122.690221,0.3077260504967642,0.024390243902439025
2075,{1B4BD010-A445-4190-9B9D-6B81889B4C7A},2020-07-30,Unfortunately I don’t have photo. I definitely saw this hornet at Beebe Bridge State  Park. I saw CV one near the shoreline at the beach in the swimming area. It was alive and landed near the water. The other was dead in a walking path by the children,Unverified, ,2020-07-31,47.808966,-119.972635,0.4809801598152706,0.0975609756097561
2161,{3F40DB6F-1DDD-4BEC-A84C-0156BDCA14D8},2020-07-30,I am not sure if it was a murder hornet but a giant orange/yellow/black flying bug circled my garbage can as I walked by with my kids in the stroller. I had my baby with me so I did not stop to take a closer look but it was about 10 times the size of a h,Unverified, ,2020-08-01,47.697016,-122.359768,0.28191178257831256,0.7073170731707317
2182,{9CB61324-29BA-45C2-BBE4-662CA00F34DD},2020-07-30,"Was in grass in yard; we killed with and have it for you.  We have it an old large, orange plastic prescription container.  (360) 551-2647.",Unverified, ,2020-08-01,47.57893,-122.616358,0.2980964968249628,0.14634146341463414
2362,{A4BFC25E-AF35-40D6-9421-1A4A9744B726},2020-07-31,"Fell out of my tree onto the deck, then chased me into the house.",Unverified, ,2020-08-03,48.936245,-122.795032,0.019354054628870052,0.2926829268292683
2082,{DC59E63B-8A7F-493A-AF30-5D79085675D4},2020-07-31, ,Unverified, ,2020-07-31,48.933964,-122.55432,0.049456141949989374,0.04878048780487805
2089,{64B14994-876E-4E10-84DE-65E00B1D5CAD},2020-07-31,"Seen in my backyard this am, in beautiful Ballard",Unverified, ,2020-07-31,47.686143,-122.383267,0.28317268252666117,0.7073170731707317
2090,{E5437411-2B4C-4B60-BB3F-3791F771BCEF},2020-07-31,"I saw this hornet, large, orange, and it kept dive bombing other bees in the area.  I tried to take a photo but couldn't get a clear one and I was a little nervous about it.  When I went back to take another look there appeared to be 2. One of them was f",Unverified, ,2020-07-31,47.685229,-122.192949,0.2918983380427187,0.3902439024390244
2349,{AB8579A3-08E0-4CC4-94FC-6844A8A350F5},2020-07-31,"I arrived in Glacier, WA last Friday. took a walk through the woods to the river, just a 1/4 mile down to the river. I am not sure if it was an Asian Giant Hornet - but it was extremely aggressive, and it looked like one of these (yellow and black), as i",Unverified, ,2020-08-03,48.88982,-121.94641,0.1334958830857108,0.024390243902439025
2343,{222B021E-8325-47BA-AEBC-572A5361410B},2020-07-31,"It was flying in front of my kitchen window on the shady side of the house, and left.",Unverified, ,2020-08-03,48.937362,-122.791399,0.019612311244796888,0.3170731707317073
2062,{6AC711FD-C25D-4451-95A1-5C0470FFB2B7},2020-07-31,Saw it flying in our yard and then it went north and we lost sight of it,Unverified, ,2020-07-31,47.664562,-122.36546,0.2882542612341628,0.975609756097561
2332,{E914E724-70B5-448F-9B76-D588EC2D61BC},2020-07-31,Was dragging a tail string?,Unverified, ,2020-08-03,47.307841,-122.633716,0.3544059338255401,0.024390243902439025
2141,{3C960CC9-E1F1-4927-8920-3EEE2791E4A3},2020-07-31,"Spotted at Alta Lake state park. I did not get a pic but tried to capture it. Definitely had the large eyes, almost 2 inches in length, and was definitely orange. It was by itself hovering around some of our food.",Unverified, ,2020-08-01,48.01993,-119.93777,0.46287181356910645,0.0
2374,{89104880-506A-4AB1-8E83-71C7394D7076},2020-07-31,"I was on the deck with my friend and noticed an Asian Giant Hornet drop onto our hottub cover carrying a paper wasp. He then took off, hovering a foot or so above the deck, fighting with the wasp. He then seemed to have the wasp subdued as he slowly flew",Unverified, ,2020-08-03,47.60939,-117.383483,0.8279422264758608,0.17073170731707318
2061,{3E01F50C-C9C0-4E1D-9583-CFD42BC8AD0A},2020-07-31,"inside our carport, flew off",Unverified, ,2020-07-31,47.518868,-122.339894,0.3188500744386717,0.5609756097560976
2133,{5A8A81DF-3640-4484-8ED4-83CA18E1D4D9},2020-07-31,Saw one resting on a garden plant leaf,Unverified, ,2020-07-31,47.58076,-117.96071,0.7553626226718927,0.0
2130,{8CCE406E-0F85-4DFA-9E1F-2022AC09B3B9},2020-07-31,It was to big to be a honey bee it was eating on some small flowers on my walkway.,Unverified, ,2020-07-31,47.313016,-122.022187,0.3740600218758545,0.024390243902439025
2101,{27B31B10-F966-4AD4-A034-7D6259A250D9},2020-07-31,Lake chelan camp site,Unverified, ,2020-07-31,47.84691,-120.0275,0.4701219882721114,0.07317073170731707
2123,{54A8FEE3-B119-4A73-BDFC-442AECFD4A00},2020-07-31,"I’ve looked up every thing it could possibly be, and I swear to god I’m certain it was a murder hornet. It landed next to me on a chair outside. It’s head was huge, the whole thing was about 2 inches big. I can’t make this up. Omg",Unverified, ,2020-07-31,48.936417,-122.139526,0.10533831616686418,0.0975609756097561
2122,{A80D2838-4456-4BA0-AB91-B6E3041CAF3C},2020-07-31,I unfortunately did not snap a photo but I saw one fly in front of me it was at least 3 inches in length and it looked like a tiger.,Unverified, ,2020-07-31,47.62984,-120.68945,0.4237478352018959,0.5609756097560976
2105,{C3E24A47-1BF8-44CD-8950-6318D9C87DE0},2020-07-31, ,Unverified, ,2020-07-31,47.812201,-122.228748,0.2650700331176131,0.21951219512195122
2119,{37A82604-F158-40E4-8366-345BBCCEECF7},2020-07-31,"Landed in our pool. I thought it would drown but it swam to the side of the pool, climbed up the side and sped off. We live in East Mount Vernon and have woods on our south property line.",Unverified, ,2020-07-31,48.415966,-122.276196,0.14957615531856716,0.0975609756097561
2118,{CFC27C21-2294-4FD2-A00F-33A6FE9EB94E},2020-07-31, ,Unverified, ,2020-07-31,47.11331,-119.26874,0.6486399750858324,0.024390243902439025
2117,{2BDDDD3F-0EDE-4A5B-B3B8-A90C6151FB06},2020-07-31,"Insect landed briefly on a rock at the West Point lighthouse in Discovery Park, Seattle. Didn’t have time to take a photo. Possible it was a cicada killer, though the color contrast was almost purple/orange, 2 inches long.",Unverified, ,2020-07-31,47.661955,-122.435938,0.2861407346641145,0.21951219512195122
2113,{9A6CA201-2060-4BA8-A320-9508B1CE6AE5},2020-07-31, ,Unverified, ,2020-07-31,47.04577,-120.42345,0.5399462218576248,0.0
2112,{1740DE19-0282-4C31-8EFD-34B7A9168D6A},2020-07-31,Large 2 inch yellow orange hornet never seen anything like it. setting up an over the counter hornet trap. Cannot provide any video will try to get pictures,Unverified, ,2020-07-31,47.646516,-122.373334,0.291607799349801,0.975609756097561
2111,{860F2673-100F-4277-A3AD-9211184683F5},2020-07-31, ,Unverified, ,2020-07-31,46.502358,-120.219638,0.6490045726612585,0.024390243902439025
2109,{76CC614F-4F97-4C2A-AF28-93E73AB8580D},2020-07-31,Several spotted within last 2 weeks by one of out skeet ranges,Unverified, ,2020-07-31,46.501359,-120.22071,0.6490881262722937,0.024390243902439025
2166,{17F34833-83FC-4A16-9628-2C586FA31879},2020-07-31,"Killed one like that at our condo..  6533 Seaview Ave. NW, Seattle   Sorry, NO PHOTO",Unverified, ,2020-08-01,47.675906,-122.409537,0.28425128368729685,0.4878048780487805
2106,{A66567DC-3EB7-4A47-995E-3E2557EFA0EB},2020-07-31,I swear I just saw a Murder Hornet flying in the Dogwood tree outside our office.  Holly Crap!  I wasn't able to get a picture. 1:05 pm.,Unverified, ,2020-07-31,45.629817,-122.675159,0.7068939324886824,0.17073170731707318
2107,{DF45AAB4-DC2F-411F-90C8-800443F8C18A},2020-07-31, ,Unverified, ,2020-07-31,47.812201,-122.228748,0.2650700331176131,0.21951219512195122
2080,{8F4FBFB9-A0CA-495A-ABCE-180D34BE7D44},2020-07-31,got stung in back yard twice when i saw them coming out of their nest in the ground next to my house,Unverified, ,2020-07-31,47.78139,-117.55471,0.79176731078905,0.024390243902439025
2262,{7575FF17-D0A2-404D-8B1F-3F5ABDE65FA3},2020-07-31,.just buzzing arround hovering near flowers black with red head and a little red on the body. Stinger was out and very long.. On Lena Lake trail when headed back. About where trail begins to turn away from lake.,Unverified, ,2020-08-02,47.565235,-123.017215,0.2970672682526661,0.0
2180,{828524B8-B0C7-4A25-BBB5-6FBF1A5419D2},2020-07-31,Found in our garden on our daisies. Bumblebees loves our daisies.,Unverified, ,2020-08-01,47.620982,-122.044849,0.3123822653662687,0.04878048780487805
2071,{D6CDDE7B-9F50-4BD9-9CFE-4E626ABF7540},2020-07-31,"Very large, looked just like picture of Asian giant hornet, didn't land long enough to get a picture",Unverified, ,2020-07-31,48.228405,-121.977746,0.2065806064473005,0.0
2078,{0E061CD7-EEC4-42E5-903C-627D5FB0B261},2020-07-31,"Captured live, have in a jar, 409 bigelow street, Twisp, Wa",Unverified, ,2020-07-31,47.62984,-120.68945,0.4237478352018959,0.5609756097560976
2181,{2427518F-7C1A-43FD-AE70-1C7C6C36FA91},2020-07-31,"I believe the insect I saw in my cilantro was a giant hornet. Other pollinators in the bush were upset and buzz-bombing it. I ran for camera and gloves to photo and destroy, but not in time for either.",Unverified, ,2020-08-01,47.101748,-122.231593,0.4079808890104214,0.024390243902439025
2065,{B2F62C47-0212-4B67-B413-A9B459BEC7E8},2020-07-31,"2"" long bee with orange head & Rear, and as round as a bumble bee. Flew in tyo the grass and found a hole and entered it. Then I pluged the hole. He moved to fast to get a pic.",Unverified, ,2020-07-31,48.87436,-122.433971,0.06956977486099719,0.0975609756097561
2060,{91F162CA-4B0C-49D0-A63F-9F8F3F2C19DB},2020-07-31, ,Unverified, ,2020-07-31,48.724921,-122.347222,0.09592334335976667,0.07317073170731707
2345,{94EC5C05-F3FB-4B9B-875A-C54D83747B9C},2020-08-01,"1.5-2"" in length. Landed on the rear tire of a fellow biker in Galbraith Bike Area. Significantly larger than any hornet I've seen before. Long dark body, orange head. Stinger looked like it was protruding. Didn't make to sting/no body curling/didn't see",Unverified, ,2020-08-03,48.75235,-122.47122,0.0787625710205694,0.9024390243902439
2439,{36F6975D-6AE6-4DFD-872C-887C370462F3},2020-08-01,"Hornet was large and more in line with the coloring of the Killer hornet, than the typical yellow jacket. Back end was very large and long. He was skimming along our dry grass as if looking for something. I could not get a picture.",Unverified, ,2020-08-05,47.784709,-122.238114,0.2699883024944551,0.3170731707317073
