,0,1,Lab Status
3400,29.331482,49.24331,Negative
3403,-14.210097,-62.488155,Negative
3405,-38.161453,-11.195715,Negative
3406,2.1358829,-31.476463,Negative
3407,-47.350876,-27.578365,Negative
3409,24.584917,-37.508038,Negative
3410,-60.612576,25.913605,Negative
3411,6.6369147,-45.78849,Negative
3412,11.498205,-18.21875,Negative
3413,-4.5531363,-59.071617,Negative
3416,-0.99673915,-87.66567,Negative
3417,-57.99592,-18.913923,Negative
3418,-67.50022,-6.013698,Negative
3423,-47.583084,-14.145201,Negative
3424,3.3380115,-86.150795,Negative
3425,14.135842,-19.621979,Negative
3426,-64.73011,22.662283,Negative
3427,-68.944954,-0.43123418,Negative
3428,37.462757,-33.596092,Negative
3429,-3.136845,-35.65392,Negative
3430,44.69814,-41.07743,Negative
3436,-4.760999,-36.80858,Negative
3438,52.251568,7.7578115,Negative
3440,44.890636,-28.242758,Negative
3442,40.688744,-24.951666,Negative
3443,15.947393,-56.93074,Negative
3444,27.783115,-38.390045,Negative
3445,50.676056,-28.788853,Negative
3447,-14.835633,-44.639755,Negative
3450,29.241867,-4.089167,Negative
3451,20.357597,-39.16551,Negative
3452,-2.2105536,-86.34905,Negative
3455,41.160164,-26.013481,Negative
3458,-46.901634,-19.221567,Negative
3470,26.992262,-31.988018,Negative
3472,4.683932,6.29902,Negative
3473,12.905834,-12.07863,Negative
3474,-46.28486,-17.894133,Negative
3475,6.255316,-45.67196,Negative
3476,22.999346,-51.322178,Negative
3477,47.682358,-37.36548,Negative
3478,71.763664,-3.3398895,Negative
3479,8.294427,-27.541407,Negative
3481,-13.700737,-72.88711,Negative
3483,-9.864077,-53.34532,Negative
3484,-9.39358,-52.807064,Negative
3487,-8.976265,69.46744,Negative
3489,-62.40244,21.927727,Negative
3491,-36.705593,-12.570706,Negative
3492,-38.604824,-11.315794,Negative
3493,-53.23664,-5.449024,Negative
3496,19.936302,-39.809452,Negative
3498,-43.34576,-30.884853,Negative
3499,-64.69974,23.63302,Negative
3501,10.367317,-21.253145,Negative
3502,5.5009527,-87.42392,Negative
3503,-47.506104,-19.693722,Negative
3506,-19.772116,-61.600212,Negative
3510,-55.6407,-14.684379,Negative
3511,-57.86823,-16.66324,Negative
3513,-2.2076085,-35.54495,Negative
3515,18.151575,-30.379204,Negative
3516,24.55768,-57.234776,Negative
3517,-60.887722,26.593565,Negative
3518,2.401572,-46.36478,Negative
3519,51.2673,-29.460384,Negative
3521,1.8283775,-39.40218,Negative
3522,-75.97759,1.2677641,Negative
3523,22.800432,-31.410269,Negative
3527,15.724111,-37.583965,Negative
3528,11.882917,-40.039257,Negative
3529,-13.199796,-43.217037,Negative
3530,-57.30946,-16.920012,Negative
3532,-51.55792,-22.298529,Negative
3533,-45.80977,-32.892857,Negative
3536,-38.594822,-14.6145735,Negative
3538,5.79405,-41.061546,Negative
3540,45.693302,6.8177495,Negative
3541,-3.0406034,-34.097034,Negative
3544,29.483273,-40.374123,Negative
3546,40.951263,-26.482607,Negative
3549,14.029451,-21.19795,Negative
3550,23.942373,-48.671,Negative
3551,-46.966152,-20.389069,Negative
3552,44.753826,-36.45758,Negative
3555,-69.08016,16.956512,Negative
3557,-41.993958,-11.162114,Negative
3558,-37.641186,-12.370833,Negative
3563,14.244015,-20.055737,Negative
3564,-12.5885,-55.063347,Negative
3565,9.515227,-25.197393,Negative
3568,7.6397853,-86.36715,Negative
3569,26.697224,-60.53132,Negative
3571,-13.271675,-59.32645,Negative
3572,22.097357,-52.777252,Negative
3574,17.280321,3.139314,Negative
3578,-19.806488,-63.079247,Negative
3581,-52.48391,-23.642117,Negative
3582,7.5071273,-37.43698,Negative
3583,-10.204766,-32.83353,Negative
3584,-51.776993,-20.13695,Negative
3585,8.90313,-57.36993,Negative
3587,16.934212,-39.160603,Negative
3588,5.212007,-47.426258,Negative
3589,17.839832,-54.83875,Negative
3591,-2.3414056,-85.30229,Negative
3592,-1.0302681,-86.977684,Negative
3593,25.321234,-57.412163,Negative
3594,11.772129,-15.578995,Negative
3596,-42.371258,-11.209054,Negative
3603,-49.95512,-28.880907,Negative
3604,31.840956,-37.05916,Negative
3605,30.515596,-33.1965,Negative
3607,-49.741386,-25.898573,Negative
3608,-36.93481,-12.727133,Negative
3610,7.6588902,-86.80327,Negative
3611,43.617874,-44.14408,Negative
3612,-55.73569,-22.472885,Negative
3613,-51.368793,-14.672122,Negative
3614,40.216885,-39.08897,Negative
3615,2.0495183,-87.017685,Negative
3617,16.048079,-1.2866821,Negative
3620,37.352642,-36.252983,Negative
3622,11.104793,-20.14571,Negative
3627,-3.1704016,-89.0996,Negative
3630,53.271507,-28.892887,Negative
3631,-39.791794,-15.771138,Negative
3632,-55.204193,-13.846083,Negative
3633,-16.22698,-46.279823,Negative
3634,-16.998476,-50.634007,Negative
3636,44.422634,-41.200325,Negative
3637,-56.259216,-14.542472,Negative
3638,33.19684,-35.59806,Negative
3641,-8.514886,-50.24373,Negative
3642,-16.546854,-46.489414,Negative
3643,-2.3247464,-90.71011,Negative
3644,24.704506,-33.78648,Negative
3645,24.055532,-49.055096,Negative
3646,11.466743,-10.087968,Negative
3648,6.421911,-86.78148,Negative
3652,-51.975998,-7.81249,Negative
3654,-53.52822,-21.93019,Negative
3655,52.72516,-30.613573,Negative
3658,2.8302255,-31.512901,Negative
3660,-17.740973,-49.713978,Negative
3662,-5.2987227,-58.552834,Negative
3664,-38.022705,-11.911369,Negative
3665,-10.097791,-52.21543,Negative
3668,33.815346,-33.682766,Negative
3670,-14.550863,-70.40151,Negative
3673,24.540731,-56.02772,Negative
3675,16.245747,-40.33966,Negative
3676,9.357805,-25.312887,Negative
3677,-61.77929,28.898445,Negative
3678,44.669704,-28.961378,Negative
3679,-15.085765,-61.482574,Negative
3681,19.739845,26.010696,Negative
3682,-69.37682,-3.00179,Negative
3683,-3.8222613,-30.157602,Negative
3684,-2.2211158,-58.597233,Negative
3686,-16.31031,-43.630463,Negative
3687,-7.651972,-72.44335,Negative
3688,14.350676,-52.08676,Negative
3689,24.593866,-34.588024,Negative
3691,11.593454,-20.59434,Negative
3692,-58.035828,-19.217197,Negative
3693,-55.074757,-5.7050505,Negative
3694,-10.920309,-74.17783,Negative
3697,23.915066,-49.438683,Negative
3698,16.416716,-57.186275,Negative
3700,-62.438324,-10.648631,Negative
3702,5.200891,-42.25119,Negative
3706,5.6350265,-46.92377,Negative
3707,-56.93236,-5.4806337,Negative
3710,46.11543,-38.0329,Negative
3711,-0.90382475,-57.01234,Negative
3713,11.691395,-12.008965,Negative
3715,-47.304623,-16.994156,Negative
3717,29.486057,-39.39013,Negative
3718,13.451065,-24.884893,Negative
3719,-56.38749,-6.262262,Negative
3720,11.618837,-21.051363,Negative
3721,-61.72281,-15.959236,Negative
3722,51.160103,-31.910715,Negative
3723,13.455458,-20.43408,Negative
3725,-37.759617,-23.163843,Negative
3726,-39.329533,-26.021694,Negative
3727,-68.168144,-7.594325,Negative
3729,-47.187336,-27.643322,Negative
3733,33.635822,-36.348927,Negative
3734,2.3621418,-80.99471,Negative
3736,27.395277,-59.809772,Negative
3737,8.323707,-33.090755,Negative
3739,40.251957,-38.975,Negative
3740,-64.79484,26.44657,Negative
3741,20.760906,-54.84661,Negative
3743,-5.6463885,-31.426664,Negative
3744,-50.4588,-6.074586,Negative
3746,-3.5472848,-36.236027,Negative
3748,-51.13405,-3.5923808,Negative
3751,36.907887,-37.35366,Negative
3752,-64.81364,-10.097732,Negative
3755,11.919913,-58.51543,Negative
3756,-45.422832,-14.537565,Negative
3757,-52.819775,-20.37049,Negative
3758,-60.794453,25.778273,Negative
3759,-14.484571,-65.95525,Negative
3760,49.177364,-34.781826,Negative
3761,-8.940792,-51.883118,Negative
3763,17.145323,5.1003275,Negative
3764,19.914095,-30.844631,Negative
3768,28.789845,-35.865814,Negative
3770,45.53318,-30.55536,Negative
3773,-39.161766,-11.19629,Negative
3776,-28.331123,45.208294,Negative
3781,-47.24707,-15.961639,Negative
3782,-49.41784,-26.69795,Negative
3783,-44.522717,-18.479593,Negative
3784,8.476884,-35.25123,Negative
3788,-50.845745,-5.080415,Negative
3790,-39.478767,-11.34409,Negative
3791,-52.44326,-23.637104,Negative
3793,11.70076,-21.963924,Negative
3794,35.937233,-35.917107,Negative
3795,53.311317,-28.93546,Negative
3797,-25.479013,42.419277,Negative
3800,26.166283,-51.53606,Negative
3801,-42.15156,-13.792137,Negative
3807,35.283928,-33.658325,Negative
3808,-13.046804,-58.694256,Negative
3810,-55.569057,-22.290876,Negative
3811,-47.353302,-17.542986,Negative
3814,10.893407,-25.495884,Negative
3815,-1.7475233,-56.022713,Negative
3816,8.879081,39.817974,Negative
3817,6.059468,-47.276714,Negative
3818,-41.895054,-28.57874,Negative
3822,-51.328617,-23.418177,Negative
3823,-43.263367,-33.179745,Negative
3824,-56.445305,-6.4794745,Negative
3825,8.124513,-26.746908,Negative
3826,45.876118,-30.477118,Negative
3828,-30.468388,20.939188,Negative
3830,45.593113,-30.48947,Negative
3831,27.01013,-31.994297,Negative
3834,-1.3873117,41.249187,Negative
3836,44.643818,-28.659994,Negative
3837,-12.796856,-44.2348,Negative
3840,-13.7599535,-76.37506,Negative
3841,25.122284,-57.60468,Negative
3842,19.236052,-35.320267,Negative
3847,0.9672358,-34.561993,Negative
3848,46.765186,-36.57006,Negative
3849,-51.629944,-22.095503,Negative
3850,6.8823776,-45.970615,Negative
3852,-13.538253,-43.54435,Negative
3853,-14.094994,-67.462585,Negative
3854,17.17322,-57.103336,Negative
3855,12.734935,-53.640438,Negative
3856,43.380074,-43.32692,Negative
3858,34.43963,-36.3272,Negative
3861,47.574585,-35.084747,Negative
3863,-51.621872,-21.901625,Negative
3864,-71.6406,9.294274,Negative
3866,16.526182,-56.9346,Negative
3868,-58.921436,-18.84161,Negative
3869,36.000473,-32.90595,Negative
3870,8.7490425,65.23111,Negative
3872,39.123543,-33.62496,Negative
3873,-69.665535,-1.3833337,Negative
3874,-13.028691,-43.045868,Negative
3876,13.670909,-53.835285,Negative
3878,13.262885,-59.397846,Negative
3879,-0.37386695,-86.77282,Negative
3881,6.284217,-39.446095,Negative
3883,12.385897,-13.999168,Negative
3885,-27.518333,36.806225,Negative
3886,-20.05206,-61.6557,Negative
3887,15.86496,-29.432304,Negative
3888,13.304762,-43.860443,Negative
3890,18.834389,-30.491695,Negative
3891,2.27724,-43.962864,Negative
3893,18.936611,-30.77548,Negative
3894,-13.093301,-69.68798,Negative
3895,44.926254,-28.468542,Negative
3896,41.02831,-26.497068,Negative
3897,4.218876,-3.513133,Negative
3899,-2.7180233,14.087532,Negative
3902,-62.871758,21.854197,Negative
3908,12.666388,-42.901203,Negative
3912,-9.806011,-53.752716,Negative
3914,11.674548,-57.652355,Negative
3915,21.017368,15.786674,Negative
3916,6.6955523,-90.78053,Negative
3917,-44.892197,-28.10418,Negative
3920,7.235751,-44.583435,Negative
3921,-67.79694,-9.417401,Negative
3922,-63.990055,-9.655222,Negative
3928,29.391068,-39.05661,Negative
3930,-68.41936,-7.1169467,Negative
3931,-4.44283,-58.338303,Negative
3932,8.246332,-35.63152,Negative
3933,14.534721,-56.076736,Negative
3934,-1.9985406,-35.321007,Negative
3935,-46.786053,-15.384677,Negative
3936,-37.99594,-24.207308,Negative
3937,-69.622116,-2.5424778,Negative
3938,-0.43805274,-33.83539,Negative
3940,14.358793,-26.643118,Negative
3941,-2.8670638,-57.20421,Negative
3943,-19.707747,-60.70373,Negative
3945,12.9470415,-28.037943,Negative
3947,-52.79143,-19.803722,Negative
3948,31.48718,-37.126972,Negative
3950,45.39038,-29.823147,Negative
3951,-13.009598,-76.0488,Negative
3952,-6.8832316,-75.208145,Negative
3955,-36.185947,-24.199835,Negative
3960,13.659813,-56.651814,Negative
3961,38.1414,-33.432266,Negative
3962,-43.285942,-32.694557,Negative
3964,6.3004317,-41.571957,Negative
3965,-51.344654,-14.772454,Negative
3966,-2.8180268,-90.43728,Negative
3967,25.921705,-57.888325,Negative
3970,-2.1645994,-58.17777,Negative
3971,-12.90528,-42.919262,Negative
3972,-62.55147,-12.04124,Negative
3973,-13.226971,-60.697056,Negative
3974,-47.805634,-31.96421,Negative
3975,-38.302883,-25.39908,Negative
3976,43.91511,-28.308474,Negative
3978,-10.596168,11.837889,Negative
3980,38.730503,-25.239878,Negative
3983,1.070656,3.5916648,Negative
3984,-56.847534,-5.3209224,Negative
3988,12.446577,-29.668095,Negative
3989,14.820133,-26.83645,Negative
3992,-12.744074,-54.86262,Negative
3993,37.323692,-37.058586,Negative
3997,40.669407,-35.641514,Negative
4000,-47.03862,-15.582766,Negative
4001,1.1198786,-85.323204,Negative
4002,-41.19511,-27.525171,Negative
4007,29.91425,-37.89807,Negative
4008,26.284319,-3.1313298,Negative
4010,-47.75089,-16.58861,Negative
4011,17.658657,-39.40425,Negative
4014,-25.865816,49.517216,Negative
4019,46.85847,-37.03683,Negative
4020,-71.44996,8.009329,Negative
4022,14.529042,-18.897234,Negative
4024,-42.0031,-16.189354,Negative
4028,44.986534,-35.86713,Negative
4030,50.70929,-30.332178,Negative
4031,23.499643,-34.102837,Negative
4034,50.915592,-29.586473,Negative
4035,-22.705929,33.628723,Negative
4036,23.846899,-54.28348,Negative
4037,-40.622322,-11.071763,Negative
4038,51.446087,-31.239933,Negative
4039,14.1693325,-20.620228,Negative
4042,-64.98296,-3.0436645,Negative
4044,8.564382,-16.586222,Negative
4048,-10.655229,-45.352917,Negative
4049,-63.328823,-9.879399,Negative
4050,-2.748931,-89.66663,Negative
4051,-45.137154,-31.693232,Negative
4052,8.955536,-40.285645,Negative
4053,-13.63453,-65.41362,Negative
4054,-30.731396,21.31058,Negative
4055,9.290618,-54.802204,Negative
4058,-10.348467,-48.726185,Negative
4059,10.305674,-28.926207,Negative
4061,15.296763,-40.7227,Negative
4063,44.564644,-41.362408,Negative
4065,-14.886105,-61.02169,Negative
4066,-60.52981,-17.221956,Negative
4068,44.638268,-28.603018,Negative
4069,-65.34587,27.381536,Negative
4070,-47.035828,-14.519363,Negative
4071,-46.951767,-27.926006,Negative
4072,40.036556,-36.040333,Negative
4076,-37.772346,-24.297749,Negative
4077,-55.605217,-15.21889,Negative
4078,-10.401787,-76.821655,Negative
4079,-75.420166,0.50262874,Negative
4081,-52.95527,-20.792358,Negative
4082,-51.89065,-22.613976,Negative
4087,25.548557,-38.13773,Negative
4088,-4.7213907,-57.40938,Negative
4089,-39.358746,-14.323443,Negative
4094,11.326567,19.020586,Negative
4096,40.10112,-37.026764,Negative
4099,51.51246,-29.94437,Negative
4103,2.8893583,-31.443956,Negative
4107,21.118464,-39.68454,Negative
4109,-12.4127,-46.99898,Negative
4110,37.32987,-35.521545,Negative
4113,30.478966,-37.618034,Negative
4114,-19.795177,-63.15357,Negative
4116,41.875374,-25.726578,Negative
4117,6.2325525,-41.297703,Negative
4119,24.518263,-57.77193,Negative
4121,-53.4611,-23.213242,Negative
4123,-30.320147,38.309418,Negative
4124,12.39806,-43.53596,Negative
4125,32.487297,-34.66896,Negative
4126,-3.8931897,-57.288185,Negative
4129,42.508457,-43.57149,Negative
4130,-10.921088,-45.54034,Negative
4131,-61.584896,27.211803,Negative
4135,11.306175,-39.2427,Negative
4137,4.528344,-32.621075,Negative
4141,49.740303,1.6470845,Negative
4142,-43.6633,-11.099894,Negative
4143,1.6016116,-32.241074,Negative
4146,-51.770287,-8.2405615,Negative
4148,-43.298347,-27.66655,Negative
4149,40.20704,-27.114908,Negative
4150,6.471266,-43.964092,Negative
4151,48.796528,-38.010754,Negative
4152,-11.111214,-76.52626,Negative
4156,71.86192,-4.0991054,Negative
4158,10.259866,-27.538132,Negative
4161,31.847343,-33.548306,Negative
4162,-63.58597,-10.281342,Negative
4163,-13.752113,-74.560524,Negative
4167,45.194847,-41.344,Negative
4169,-0.777066,-87.30438,Negative
4170,-47.577602,-16.05838,Negative
4171,-12.719612,-62.51805,Negative
4172,6.600533,-90.39962,Negative
4174,19.427826,-35.433468,Negative
4175,16.36348,-59.614464,Negative
4177,-49.656635,-29.618343,Negative
4178,2.7051566,-31.62657,Negative
4182,-16.153622,-46.371174,Negative
4185,10.261293,-86.760086,Negative
4186,-50.521587,-25.32674,Negative
4187,-18.798132,25.095736,Negative
4191,-10.297684,-32.881676,Negative
4193,-14.2729225,-67.16061,Negative
4194,32.07994,-35.06855,Negative
4196,-54.31337,-6.2771873,Negative
4198,47.541313,-36.52361,Negative
4199,29.224794,-37.052147,Negative
4203,-42.630527,-14.265227,Negative
4204,-11.398501,-48.235065,Negative
4205,-0.04769324,-82.836365,Negative
4209,12.053457,-12.779463,Negative
4211,13.184626,-51.66196,Negative
4214,5.0040627,-41.996593,Negative
4215,20.99417,15.649716,Negative
4216,-61.783638,-11.482098,Negative
4218,-44.11343,-17.065302,Negative
4219,-20.89034,7.5953803,Negative
4220,-44.75475,-31.959661,Negative
4223,-49.724613,-22.76937,Negative
4225,-15.409422,-50.51224,Negative
4226,78.47413,12.836472,Negative
4228,-13.16189,-52.003437,Negative
4231,52.088562,-30.849083,Negative
4233,10.27696,-28.800743,Negative
4238,-69.04789,-8.146308,Negative
4239,-15.638508,-47.70758,Negative
4240,24.585737,-30.992016,Negative
4241,5.647003,-33.477554,Negative
4243,-4.582741,48.997063,Negative
4244,-26.25084,45.911484,Negative
4245,-43.620445,-30.7566,Negative
4253,22.7416,-31.399715,Negative
4258,24.436602,-31.622124,Negative
4260,36.818787,-37.576294,Negative
4261,-7.964104,50.23494,Negative
4262,11.293649,-17.777287,Negative
4264,27.033068,-53.084015,Negative
4265,-11.265055,-46.124725,Negative
4271,-2.767347,-57.313286,Negative
4274,12.185741,-26.204754,Negative
4278,29.07814,-38.507923,Negative
4279,-68.04786,18.844025,Negative
4281,-37.756786,-13.208179,Negative
4283,24.207178,-58.115154,Negative
4284,-3.702911,-30.093113,Negative
4286,49.389824,5.4461575,Negative
4287,23.857561,-38.47092,Negative
4289,-50.11103,-25.250452,Negative
4290,10.837532,19.234919,Negative
4291,-30.213856,12.415312,Negative
4298,-5.0936756,-37.024426,Negative
4299,-30.371407,38.296036,Negative
4300,-9.9014435,-53.50436,Negative
4302,-19.609955,-60.103905,Negative
4303,35.30881,-33.664635,Negative
4304,36.11756,-37.21134,Negative
4305,48.401947,-35.740936,Negative
4308,-40.18778,-26.632124,Negative
4310,-64.742096,-6.5183206,Negative
4311,-2.6186998,-58.26042,Negative
4312,19.21794,-54.943047,Negative
4313,-40.112255,-15.060396,Negative
4314,53.15539,-29.579058,Negative
4317,8.987389,-48.741844,Negative
4321,53.18576,-31.869696,Negative
4322,-1.3180908,-85.77661,Negative
4324,9.687768,-58.71256,Negative
4328,13.868619,-62.566574,Negative
4330,3.375798,-39.896156,Negative
4331,-69.31968,0.20702091,Negative
4332,10.304776,-87.1659,Negative
4335,8.204715,-40.57696,Negative
4336,71.77002,-3.1412497,Negative
4337,-12.287711,-47.017002,Negative
4339,-52.6467,-7.297413,Negative
4342,38.053776,-33.50865,Negative
4349,-3.9169922,-59.53302,Negative
4350,24.158113,-31.635212,Negative
4351,6.3541317,-39.534454,Negative
4354,24.515179,-33.31102,Negative
4358,8.787365,-25.831764,Negative
4361,17.393637,3.1238236,Negative
4367,-68.9368,17.757586,Negative
4368,-41.705658,-15.809423,Negative
4369,-45.342197,-32.363106,Negative
4370,-13.431627,-73.41908,Negative
4371,-12.565611,-54.99354,Negative
4372,9.694783,-55.8416,Negative
4373,-68.61132,-6.6935635,Negative
4375,69.77257,2.4310834,Negative
4377,1.9848055,-44.144108,Negative
4378,27.24382,-54.59823,Negative
4379,3.4449573,-87.88659,Negative
4380,-47.16023,-34.867237,Negative
4382,67.16751,21.848547,Negative
4386,48.296906,-36.113976,Negative
4387,5.993083,-90.0681,Negative
4388,10.040122,19.802399,Negative
4389,7.8078885,-34.663975,Negative
4391,41.30156,-36.060856,Negative
4393,-76.01147,-0.265897,Negative
4394,19.161772,-38.072487,Negative
4395,-61.468563,26.958525,Negative
4400,0.21336989,-83.93164,Negative
4405,-2.422977,-77.46438,Negative
4408,0.5526888,-32.959175,Negative
4409,4.4416714,-84.58294,Negative
4412,0.12959301,-83.58563,Negative
4419,-73.57555,11.15581,Negative
4420,-44.001667,-32.751553,Negative
4421,25.175085,-50.959316,Negative
4423,-14.471826,-45.57156,Negative
2,43.900948,-43.248573,Unverified
4,-38.87841,-25.770872,Unverified
5,-33.517136,70.0066,Unverified
7,-29.553207,48.543182,Unverified
10,56.8652,2.4012933,Unverified
11,-20.029549,55.787365,Unverified
13,10.228459,65.06882,Unverified
15,-26.29426,30.881912,Unverified
16,-4.9026794,29.767746,Unverified
17,37.89367,4.2327065,Unverified
20,2.8218212,33.690876,Unverified
21,-6.19814,55.462482,Unverified
22,-36.11695,63.29955,Unverified
23,53.614388,15.968339,Unverified
24,-18.711176,-3.8435953,Unverified
25,-8.970597,5.4494767,Unverified
26,-25.60536,31.28254,Unverified
28,40.4974,8.857474,Unverified
31,24.17898,-7.064611,Unverified
32,32.455494,1.658504,Unverified
33,53.372257,18.348127,Unverified
34,67.9677,21.81332,Unverified
35,-30.195929,9.539014,Unverified
36,22.298899,30.52986,Unverified
37,13.757834,39.4698,Unverified
38,-13.764651,-63.623787,Unverified
39,-7.4805093,22.0678,Unverified
40,50.240425,3.7964482,Unverified
42,31.909098,44.622746,Unverified
43,34.95063,5.14555,Unverified
44,-1.7740877,43.980694,Unverified
45,77.04597,20.111732,Unverified
46,-5.9812,41.238888,Unverified
47,-14.916618,24.53441,Unverified
50,-0.99468696,36.717472,Unverified
52,-4.9281716,-7.6079674,Unverified
53,26.094702,29.431723,Unverified
54,-14.474074,-5.41096,Unverified
55,14.687943,32.660053,Unverified
56,48.135574,5.138894,Unverified
57,-2.5624573,13.723222,Unverified
59,69.747055,23.818363,Unverified
60,12.136556,64.59701,Unverified
62,9.50909,30.451696,Unverified
64,77.31253,19.393839,Unverified
65,-15.362612,19.52494,Unverified
66,-29.734318,8.527656,Unverified
67,-0.21133149,36.961647,Unverified
68,-12.654401,19.707756,Unverified
69,20.157028,26.383532,Unverified
70,49.794754,0.4294085,Unverified
71,68.03858,24.707476,Unverified
72,50.965103,0.6486051,Unverified
73,-17.684015,3.4039547,Unverified
75,-26.72739,49.901516,Unverified
76,-3.7364566,-8.4128895,Unverified
77,-7.4805355,-4.890489,Unverified
78,79.35205,17.824917,Unverified
79,3.0487235,-2.112716,Unverified
80,1.7432805,30.443808,Unverified
82,-5.6342483,52.69115,Unverified
84,5.1329484,34.94321,Unverified
85,-6.335222,41.189182,Unverified
86,22.10068,42.840378,Unverified
88,-16.967016,-5.8039594,Unverified
90,-25.91489,3.5895195,Unverified
91,22.676939,24.85849,Unverified
94,-0.043617953,68.90745,Unverified
96,-18.38917,65.91947,Unverified
97,19.437372,43.242317,Unverified
98,1.712911,48.367146,Unverified
101,54.91246,21.094946,Unverified
102,-27.847664,36.027824,Unverified
104,49.83916,1.197853,Unverified
105,-2.7448907,16.283218,Unverified
107,8.065679,31.141432,Unverified
109,-28.595613,60.36322,Unverified
110,4.0496206,64.952126,Unverified
111,-14.644896,71.75577,Unverified
115,20.383171,25.821411,Unverified
117,-25.90664,38.555923,Unverified
118,-12.274939,18.900875,Unverified
119,12.795563,64.681175,Unverified
122,-21.61527,72.00052,Unverified
123,2.856558,68.24214,Unverified
126,69.49741,22.987349,Unverified
127,-31.767262,12.178839,Unverified
128,-27.057026,71.576294,Unverified
130,24.449713,-6.6588573,Unverified
132,11.769303,64.93369,Unverified
134,-20.471895,73.81175,Unverified
135,-21.272247,70.088615,Unverified
140,-1.7435565,47.075806,Unverified
141,70.45853,21.683685,Unverified
142,-0.07144995,67.891624,Unverified
143,-17.347885,28.52413,Unverified
145,11.257569,-20.400959,Unverified
146,2.6226704,8.265222,Unverified
150,67.106346,12.499092,Unverified
151,65.48158,6.82534,Unverified
153,5.1841984,66.75921,Unverified
155,-32.02885,67.22674,Unverified
156,-2.7930386,-87.77026,Unverified
159,-17.756548,72.34359,Unverified
160,-9.125503,19.516073,Unverified
161,32.70954,26.58218,Unverified
162,-32.041634,66.54585,Unverified
163,-19.069786,25.20122,Unverified
164,-31.579218,66.34366,Unverified
165,-31.564737,66.35006,Unverified
167,23.378382,24.539766,Unverified
169,-26.42739,33.473606,Unverified
170,-15.500789,68.23565,Unverified
171,-18.96154,17.152807,Unverified
173,69.39589,23.108723,Unverified
174,-24.200392,69.07096,Unverified
175,32.744556,47.251404,Unverified
176,11.055502,60.84349,Unverified
177,6.258681,62.364296,Unverified
178,29.671986,26.273764,Unverified
179,29.67207,26.27387,Unverified
180,30.67348,-3.339607,Unverified
183,-7.2415795,1.866122,Unverified
184,54.22718,3.3667564,Unverified
185,13.45394,3.3109188,Unverified
186,78.49501,15.278878,Unverified
187,-24.776026,30.818104,Unverified
189,9.144585,33.600918,Unverified
190,-3.8329563,69.64586,Unverified
191,9.671949,4.58198,Unverified
192,-10.463177,9.676436,Unverified
193,67.163124,21.753368,Unverified
194,31.639154,35.180187,Unverified
195,-1.7021631,33.914772,Unverified
198,0.34830135,37.399834,Unverified
199,14.821453,34.30119,Unverified
200,-25.271833,41.978825,Unverified
201,-29.565248,8.626118,Unverified
203,66.6442,9.000846,Unverified
204,78.89664,9.472819,Unverified
206,71.634705,19.35397,Unverified
207,70.84526,16.651691,Unverified
208,-24.487713,31.448189,Unverified
209,75.68095,6.4575863,Unverified
211,70.96064,20.451622,Unverified
212,52.43687,18.967495,Unverified
213,72.573715,7.9912,Unverified
214,69.27095,19.430244,Unverified
215,53.99835,-2.5763597,Unverified
216,33.282654,3.029347,Unverified
217,66.754105,7.271238,Unverified
218,6.592176,37.123264,Unverified
220,-32.009216,68.74562,Unverified
221,73.38486,9.160194,Unverified
222,-8.818074,-8.709302,Unverified
223,31.18002,28.914267,Unverified
224,66.67665,16.959051,Unverified
225,57.249878,5.1139994,Unverified
226,-22.895819,-0.3843289,Unverified
227,-1.7112066,42.726074,Unverified
228,65.78058,17.046164,Unverified
229,-6.798453,42.970585,Unverified
230,77.18358,11.206803,Unverified
231,-0.89255506,7.473785,Unverified
232,-7.8513246,2.936891,Unverified
233,20.834545,26.65344,Unverified
234,77.54866,13.455629,Unverified
235,4.045215,40.826424,Unverified
236,-17.975952,-4.3733325,Unverified
237,29.720987,39.770214,Unverified
239,53.41076,-3.4633906,Unverified
241,51.3302,14.101051,Unverified
243,44.670906,6.2276115,Unverified
244,29.870811,7.2714167,Unverified
245,-11.077462,14.427704,Unverified
246,11.507885,59.145836,Unverified
248,19.190426,26.407215,Unverified
249,25.981562,-5.8841343,Unverified
250,30.466877,34.7458,Unverified
251,73.25951,19.654829,Unverified
252,74.15229,14.79466,Unverified
253,-8.800139,4.724432,Unverified
254,-28.47683,52.166504,Unverified
256,9.029754,35.63174,Unverified
257,-8.559476,4.4997387,Unverified
261,76.38009,11.322587,Unverified
263,-19.85493,57.825394,Unverified
264,-0.2861437,68.82981,Unverified
266,-25.210629,55.948925,Unverified
268,68.40013,20.018078,Unverified
269,-29.75705,48.422073,Unverified
270,70.55469,16.639875,Unverified
271,-12.695745,-5.815326,Unverified
272,21.360384,42.368782,Unverified
273,40.257477,9.434849,Unverified
275,53.34394,16.291325,Unverified
278,-0.026668644,69.52973,Unverified
279,-3.1438668,8.863675,Unverified
280,-20.244972,61.468945,Unverified
281,2.8011103,35.83069,Unverified
282,-10.17344,8.191085,Unverified
284,-10.430091,7.264727,Unverified
285,66.94157,8.277257,Unverified
287,54.07565,-2.2559364,Unverified
288,27.555813,40.04417,Unverified
291,40.800026,9.967157,Unverified
292,-11.998428,-5.98052,Unverified
293,28.148771,38.54183,Unverified
294,-9.034818,5.259291,Unverified
