num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
1492,This was on our window and kids are convinced we have Asian killer hornets.,"['This', 'window', 'kid', 'convince', 'Asian', 'killer', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1493,"I thought it was one hornet carrying another. When it landed I saw it was one. It was over an inch long, close to 2 inches.","['think', 'one', 'hornet', 'carry', 'another', 'When', 'land', 'saw', 'one', 'inch', 'long', 'close', 'inch']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1494,Noticed giant hornet hovering around strawberry plants in my garden. I knew exactly what it was due to it’s size and orange coloring. I tried to snap a picture but it flew away. Definitely much larger than the hornets that usually hang around our prope,"['Noticed', 'giant', 'hornet', 'hover', 'around', 'strawberry', 'plant', 'garden', 'know', 'exactly', 'due', 'size', 'orange', 'color', 'try', 'snap', 'picture', 'fly', 'away', 'Definitely', 'much', 'large', 'hornet', 'usually', 'hang', 'around', 'prope']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1495,"Very orange and very black, about an inch and a half long, the hornet flew into a fencepost hole I was digging. I didn't have a chance to get a picture before it flew away.hole","['Very', 'orange', 'black', 'inch', 'half', 'long', 'hornet', 'fly', 'fencepost', 'hole', 'dig', 'chance', 'get', 'picture', 'fly', 'away', 'hole']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1496,RP thinks there is a nest on the property.,"['think', 'nest', 'property']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1497,We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.,"['find', 'two', 'exoskeleton', 'scrub', 'oak', 'tree', 'Klickitat', 'County', 'large', 'anything', 'ever', 'see']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1498,Appears to have black head rather than orange? Approx 1.5 inches long,"['Appears', 'black', 'head', 'rather', 'orange', 'Approx', 'inch', 'long']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1499,Scary looking hornet in my garden- huge. I was too scared to get close,"['Scary', 'look', 'hornet', 'garden', 'huge', 'scar', 'get', 'close']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1500,"Orange face with dark eyes, big stinger,","['Orange', 'face', 'dark', 'eye', 'big', 'stinger']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1501,Seen flying around an elementary school,"['Seen', 'fly', 'around', 'elementary', 'school']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1502,"Caught an orange color in my flowering oregano, usually a magnet for honey bees. Approached and saw a large, 1-1.5 inch bee with orange head, emerge and fly away. I pay attention and it clearly matches the description on this website. Too fast for a pict","['Caught', 'orange', 'color', 'flower', 'oregano', 'usually', 'magnet', 'honey', 'bee', 'Approached', 'saw', 'large', 'inch', 'bee', 'orange', 'head', 'emerge', 'fly', 'away', 'pay', 'attention', 'clearly', 'match', 'description', 'website', 'Too', 'fast', 'pict']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1503,"I live on a forrested ravine. I have never seen anything like this, flies like a Chinnok helicopeter.","['live', 'forrested', 'ravine', 'never', 'see', 'anything', 'like', 'fly', 'like', 'Chinnok', 'helicopeter']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1504,Unfirmiliar species,"['Unfirmiliar', 'specie']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1505,"We saw this insect tonight in a backyard at 98178 (near the Black River Riparian Forest and Wetland). It had an orange face/head and stripes, was well over an inch long (though it was kind of hunched as it flew, if that makes sense). It had a lower-pitch","['saw', 'insect', 'tonight', 'backyard', '98178', 'near', 'Black', 'River', 'Riparian', 'Forest', 'Wetland', 'orange', 'face', 'head', 'stripe', 'well', 'inch', 'long', 'though', 'kind', 'hunch', 'flew', 'make', 'sense', 'lower', 'pitch']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1506,It was on my parked car.,"['park', 'car']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1507,"Not sure what this is, doesn’t look quite like your photos but we googled murder hornet and other photos more similar to this came up.","['Not', 'sure', 'look', 'quite', 'like', 'photo', 'google', 'murder', 'hornet', 'photo', 'similar', 'come']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1508,I was outside my balcony with the light on till I saw something flying to me and I quickly moved away and went inside my kitchen window,"['outside', 'balcony', 'light', 'till', 'saw', 'something', 'fly', 'quickly', 'move', 'away', 'go', 'inside', 'kitchen', 'window']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1509,"I'm not entirely sure that it was one since I didn't see it stationary, but it was about 1.5inches-1.75inches.  orange and black, flew into our back yard.  I didn't get a chance to take a picture before it flew off.","['entirely', 'sure', 'one', 'since', 'see', 'stationary', '5inches', '75inches', 'orange', 'black', 'fly', 'back', 'yard', 'get', 'chance', 'take', 'picture', 'fly']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1510,"I actually saw the hornet about 9:45 PM; however, the date/time won't allow me to enter the correct time. I was watering the plants on my deck and it came up to my star jasmine and buzzed around. He and I were up close and personal for a few minutes. I c","['actually', 'saw', 'hornet', 'however', 'date', 'time', 'allow', 'enter', 'correct', 'time', 'water', 'plant', 'deck', 'come', 'star', 'jasmine', 'buzz', 'around', 'close', 'personal', 'minute']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1511,It was flying and sitting on my porch,"['fly', 'sit', 'porch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1512,I still have hornet for preservation if anyone would like to view it,"['still', 'hornet', 'preservation', 'anyone', 'would', 'like', 'view']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1513,It was flying around the front of the lodge when I passed by. I put my kids in the car for there safety and tried to go into the lodge store but it flew at me when I got near. I tried to get away and ended up getting hurt in the process. I was unable to,"['fly', 'around', 'front', 'lodge', 'pass', 'put', 'kid', 'car', 'safety', 'try', 'lodge', 'store', 'fly', 'get', 'near', 'try', 'get', 'away', 'end', 'get', 'hurt', 'process', 'unable']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1514,It was atleast over a couple inches long it was flying like crazy and when. It would fly it was a really loud,"['atleast', 'couple', 'inch', 'long', 'fly', 'like', 'crazy', 'would', 'fly', 'really', 'loud']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1515,"Seen in a Blue Spruce next to my lake boat launch pad at 590 Minneapolis Beach Road, Chelan, WA","['Seen', 'Blue', 'Spruce', 'next', 'lake', 'boat', 'launch', 'pad', '590', 'Minneapolis', 'Beach', 'Road', 'Chelan']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1516,"I have seen a lot of yellow jackets and wasps on the security cameras but nothing this big so I am reporting it just in case. The photos are not zoomed in and the camera is mounted up high, I thought at first this was a bird.","['see', 'lot', 'yellow', 'jacket', 'wasps', 'security', 'camera', 'nothing', 'big', 'reporting', 'case', 'The', 'photo', 'zoom', 'camera', 'mount', 'high', 'think', 'first', 'bird']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1517,photographed in fir tree beside lake,"['photograph', 'fir', 'tree', 'beside', 'lake']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1518,Photo taken with insect in fir tree next to Lake Chelan,"['Photo', 'take', 'insect', 'fir', 'tree', 'next', 'Lake', 'Chelan']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1519,landed on friends dog big not aggressive  but killed it,"['landed', 'friend', 'dog', 'big', 'aggressive', 'kill']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1520,"during bbq in back yard EXTREMELY Large bees showed up, Non aggressive until we put a cup over him and more showed up. caught 2 under cups one is now dead other one still slightly alive.  Took pics of Dead one left other one alone.","['bbq', 'back', 'yard', 'EXTREMELY', 'Large', 'bee', 'show', 'Non', 'aggressive', 'put', 'cup', 'show', 'caught', 'cup', 'one', 'dead', 'one', 'still', 'slightly', 'alive', 'Took', 'pic', 'Dead', 'one', 'leave', 'one', 'alone']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1521,Secured in Jar.,"['Secured', 'Jar']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1522,"I am a maintenance person at Beebe Bridge Park near Chelan, WA. This specimen was given to one of our staff by a camper. I don't know if it was found dead already, or if it was caught and killed by the camper.","['maintenance', 'person', 'Beebe', 'Bridge', 'Park', 'near', 'Chelan', 'This', 'specimen', 'give', 'one', 'staff', 'camper', 'know', 'find', 'dead', 'already', 'catch', 'kill', 'camper']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1523,Laying on back curled in ball making a lot of noise.,"['Laying', 'back', 'curl', 'ball', 'making', 'lot', 'noise']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1524,We found this already dead on the tent pad while camping this morning.,"['find', 'already', 'dead', 'tent', 'pad', 'camp', 'morning']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1525,"Beachview Park, Clarkston, Washington state","['Beachview', 'Park', 'Clarkston', 'Washington', 'state']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1526,Suspected murder hornet seen Iron Goat Trail - Matches size and shape exactly - yellow of tail/head not observed positively due to speed of interaction. We stomped on the hornet immediately as we did not have a way to capture and we didn't want it to esc,"['Suspected', 'murder', 'hornet', 'see', 'Iron', 'Goat', 'Trail', 'Matches', 'size', 'shape', 'exactly', 'yellow', 'tail', 'head', 'observe', 'positively', 'due', 'speed', 'interaction', 'stomp', 'hornet', 'immediately', 'way', 'capture', 'want', 'esc']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1527,Found floating in our swimming pool.  We do have honey bee hives and would like advice on what if anything we can do.,"['Found', 'float', 'swim', 'pool', 'honey', 'bee', 'hive', 'would', 'like', 'advice', 'anything']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1528,This was dead on our tent pad while camping.,"['This', 'dead', 'tent', 'pad', 'camp']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1529,"I was able to view, unfortunately not photograph, the largest, loudest, angriest sounding hornet that I have ever seen. It was impressive enough that I was concerned for the well-being of my two dogs that were outside under the back patio covering with i","['able', 'view', 'unfortunately', 'photograph', 'large', 'loud', 'angriest', 'sound', 'hornet', 'ever', 'see', 'impressive', 'enough', 'concern', 'well', 'two', 'dog', 'outside', 'back', 'patio', 'cover']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1530,First sighting was last night,"['First', 'sight', 'last', 'night']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1531,Forgot add my email address. Wasp 1.5 inch long stuck in spider web. I didn’t dare get closer as it was still alive.,"['Forgot', 'add', 'email', 'address', 'Wasp', 'inch', 'long', 'stuck', 'spider', 'web', 'dare', 'get', 'close', 'still', 'alive']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1532,"Probably nothing, but I've never seen anything like this so figure I would send just in case.","['Probably', 'nothing', 'never', 'see', 'anything', 'like', 'figure', 'would', 'send', 'case']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1533,"Never seen a hornet like this before. Will try to get a photo, but it comes and goes very quick.","['Never', 'see', 'hornet', 'like', 'Will', 'try', 'get', 'photo', 'come', 'go', 'quick']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1534,"Photo didn't turn out, Dark brown/black long wings that covered torso almost were as long as its huge stinger, stripes but more dark than the yellowy, long dark legs with lighter parts towards the ends, huge! Landed on a tree for a couple minutes then st","['Photo', 'turn', 'Dark', 'brown', 'black', 'long', 'wing', 'cover', 'torso', 'almost', 'long', 'huge', 'stinger', 'stripe', 'dark', 'yellowy', 'long', 'dark', 'leg', 'light', 'part', 'towards', 'end', 'huge', 'Landed', 'tree', 'couple', 'minute']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1535,It was huge! And took fiercer to kill.  Unfortunately it got smooshed way down in the sand and I couldn't find.  I will try to dig up again.,"['huge', 'And', 'take', 'fiercer', 'kill', 'Unfortunately', 'get', 'smooshed', 'way', 'sand', 'find', 'try', 'dig']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1536,Got a photo. Reported earlier.,"['Got', 'photo', 'Reported', 'earlier']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1537,Found this guy on our street when I was walking my dogs in the morning. It was dead.,"['Found', 'guy', 'street', 'walk', 'dog', 'morning', 'dead']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1538,It was dead in our kiddie pool.,"['dead', 'kiddie', 'pool']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1539,Caught it on our pool cover,"['Caught', 'pool', 'cover']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1540,Eating in the back yard at our house in Wenatchee.  Asian Giant Hornet flew right past us and landed in the grass.  I tried taking a picture but it flew away.  100% sure that's what it was.  It was huge and when it flew past my son's head I initially tho,"['Eating', 'back', 'yard', 'house', 'Wenatchee', 'Asian', 'Giant', 'Hornet', 'fly', 'right', 'past', 'land', 'grass', 'try', 'take', 'picture', 'fly', 'away', '100', 'sure', 'huge', 'flew', 'past', 'son', 'head', 'initially', 'tho']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1541,I say a very large black flying insect that looked like a bee and went inside. When I can outside I saw a large insect that looked like a lighter colored bee with a missing head on my back deck barely moving and I have it in a container,"['say', 'large', 'black', 'fly', 'insect', 'look', 'like', 'bee', 'go', 'inside', 'When', 'outside', 'saw', 'large', 'insect', 'look', 'like', 'lighter', 'color', 'bee', 'miss', 'head', 'back', 'deck', 'barely', 'move', 'container']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1542,Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi,"['Was', 'house', 'act', 'lethargic', 'Swatted', 'fly', 'swatter', 'fell', 'behind', 'couch', 'inside', 'radiator', 'Waited', 'husband', 'get', 'radiator', 'little', 'curled', 'dry', 'look', 'lot', 'big', 'hop', 'around']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1543,"Came across a bunch of hornets buzzing along the ground at the field just south of this school. Most notably around the baseball diamond. At least several dozen we're cruising around, flying at us aggressively. I could not get a picture, but thought it w","['Came', 'across', 'bunch', 'hornet', 'buzz', 'along', 'ground', 'field', 'south', 'school', 'Most', 'notably', 'around', 'baseball', 'diamond', 'least', 'several', 'dozen', 'cruise', 'around', 'fly', 'aggressively', 'could', 'get', 'picture', 'thought']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1544,"It hovered right in front of me for about 5 seconds, them flew towards my husband. We did not get stung. It was about 2 inches long.","['hover', 'right', 'front', 'second', 'flew', 'towards', 'husband', 'get', 'stung', 'inch', 'long']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1545,"It got caught in our trampoline tent. I could tell it was an unusual wasp, but didn't know what type until I saw this warning. Very orange head and much longer than a regular wasp. Only saw one of them.","['get', 'caught', 'trampoline', 'tent', 'could', 'tell', 'unusual', 'wasp', 'know', 'type', 'saw', 'warn', 'Very', 'orange', 'head', 'much', 'long', 'regular', 'wasp', 'Only', 'saw', 'one']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1546,Is much bigger than other bees and dark brown/orange with yellow stripes.,"['much', 'big', 'bee', 'dark', 'brown', 'orange', 'yellow', 'stripe']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1547,The attached photo is off the internet but was used to show the carpenters to confirm this is what they saw. Currently working on a construction site in Wenatchee Washington (Wells Hall). Two Carpenters working for me reported a giant hornet buzzing arou,"['The', 'attached', 'photo', 'internet', 'use', 'show', 'carpenter', 'confirm', 'saw', 'Currently', 'work', 'construction', 'site', 'Wenatchee', 'Washington', 'Wells', 'Hall', 'Two', 'Carpenters', 'work', 'report', 'giant', 'hornet', 'buzzing', 'arou']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1548,Potential sighting of Asian hornet on the Martin Creek Trail in the Chelan Sawtooth area.,"['Potential', 'sighting', 'Asian', 'hornet', 'Martin', 'Creek', 'Trail', 'Chelan', 'Sawtooth', 'area']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1549,"One giant Asian hornet was seen, but I did not have a camera at the time.   If I see it again I will try to get a photo.","['One', 'giant', 'Asian', 'hornet', 'see', 'camera', 'time', 'see', 'try', 'get', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1550,"Cutting wood, had one about 2 inches long crawl out.","['Cutting', 'wood', 'one', 'inch', 'long', 'crawl']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1551,"At first glance it look like a really big bee, but i got a closer look at it and it looked like the asian hornet so I search up a picture of the hornet and it looked just like it","['first', 'glance', 'look', 'like', 'really', 'big', 'bee', 'get', 'closer', 'look', 'look', 'like', 'asian', 'hornet', 'search', 'picture', 'hornet', 'look', 'like']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1552,"My husband was on our porch, and he saw an Asian Hornet. We have looked at pictures, and he has identified this hornet.","['husband', 'porch', 'saw', 'Asian', 'Hornet', 'look', 'picture', 'identify', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1553,I was hiking the saddle rock trail and about 3/4s of the way up I observed a large hornet one I have never seen before and have been hiking and in the outdoors in this area my whole life. The hornet was from what I could see close to 2�?dark orange in,"['hike', 'saddle', 'rock', 'trail', 'way', 'observe', 'large', 'hornet', 'one', 'never', 'see', 'hike', 'outdoors', 'area', 'whole', 'life', 'The', 'hornet', 'could', 'see', 'close', 'dark', 'orange']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1554,"Not sure ,but it looks like one and the size is very close","['Not', 'sure', 'look', 'like', 'one', 'size', 'close']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1555,"Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also","['Saw', 'large', 'hornet', 'deck', 'Seattle', 'Not', 'see', 'insect', 'inch', 'length', 'Looking', 'internet', 'look', 'like', 'European', 'Hornet', 'find', 'info', 'say', 'find', 'west', 'coast', 'also']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1556,"Found on a woodpile, probably not the Asian Hornet but wanted to report just in case","['Found', 'woodpile', 'probably', 'Asian', 'Hornet', 'want', 'report', 'case']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1557,"I was in Clarkston wa both times.  One was around the car I was driving when I was parked.  The other was by a building.  I can,t remember witch building","['Clarkston', 'time', 'One', 'around', 'car', 'driving', 'park', 'The', 'building', 'remember', 'witch', 'building']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1558,In my front yard,"['front', 'yard']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1559,"Observed in trash can, tried to catch it but failed. Neighbors claim they killed one two months prior and also claimed to see one and failed to catch the afternoon of July, 20th.","['Observed', 'trash', 'try', 'catch', 'fail', 'Neighbors', 'claim', 'kill', 'one', 'two', 'month', 'prior', 'also', 'claim', 'see', 'one', 'fail', 'catch', 'afternoon', 'July', '20th']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1560,"When it buzzed by me I thought it was a humming bird and then it landed on the end of my hose and was twice the size of the metal piece on the end (that you screw a sprayer onto). It was the size of my thumb. I was going to catch it, but didn’t have an","['When', 'buzz', 'think', 'hum', 'bird', 'land', 'end', 'hose', 'twice', 'size', 'metal', 'piece', 'end', 'screw', 'sprayer', 'onto', 'size', 'thumb', 'go', 'catch']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1561,The hornet landed on the windshield of my car as I was driving to work.  It hung on despite 35 mph conditions.  It then crawled under the hood of my car and I parked at work. I'm not sure if it's still under there.,"['The', 'hornet', 'land', 'windshield', 'car', 'drive', 'work', 'hung', 'despite', 'mph', 'condition', 'crawl', 'hood', 'car', 'park', 'work', 'sure', 'still']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1562,Found on a trash can at the Clinton Washington ferry Terminal,"['Found', 'trash', 'Clinton', 'Washington', 'ferry', 'Terminal']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1563,Found dead,"['Found', 'dead']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1564,We spotted this on a pool floaty Sunday afternoon. I am not sure if the picture shows it but it was at least two to two and 1/2 inches long. It was the largest bee any of us have ever seen!,"['spot', 'pool', 'floaty', 'Sunday', 'afternoon', 'sure', 'picture', 'show', 'least', 'two', 'two', 'inch', 'long', 'large', 'bee', 'ever', 'see']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1565,There were two of these on my hosta plant flowers today. I have several more pics and video if needed. The flowers were measured at two inches for reference.,"['There', 'two', 'hosta', 'plant', 'flower', 'today', 'several', 'pic', 'video', 'need', 'The', 'flower', 'measure', 'two', 'inch', 'reference']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1566,I don’t believe my picture downloaded. I will try again. The flower measured two inches for reference. Two of these were on the hosta flowers.,"['believe', 'picture', 'download', 'try', 'The', 'flower', 'measure', 'two', 'inch', 'reference', 'Two', 'hosta', 'flower']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1567,It is not letting me download a picture. I will try again! Flower petals measured 2 inches.,"['let', 'download', 'picture', 'try', 'Flower', 'petal', 'measure', 'inch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1568,Killed specimen and have saved it,"['Killed', 'specimen', 'save']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1569,Sitting on my deck. May have been lethargic.  Cut in half. Measured 1.5 inch.,"['Sitting', 'deck', 'May', 'lethargic', 'Cut', 'half', 'Measured', 'inch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1570,"This is our 7 year as Gate attendants at LePage Park ,a USACE campground on the Columbia River.   I just went out to water my tomato plants when the hornet flew past me.  We have a lot of hornets, but this guy was 3-4x larger than the hornets.  It was mo","['This', 'year', 'Gate', 'attendant', 'LePage', 'Park', 'USACE', 'campground', 'Columbia', 'River', 'go', 'water', 'tomato', 'plant', 'hornet', 'fly', 'past', 'lot', 'hornet', 'guy', 'large', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1571,"My family and I saw at least 4 hornets eating bees around our campsite. We camped at Third Beach in Forks, WA. They were found at the end of the trail head where the fresh water creek runs into the ocean. All surrounding the pile of drift wood.","['family', 'saw', 'least', 'hornet', 'eat', 'bee', 'around', 'campsite', 'camp', 'Third', 'Beach', 'Forks', 'They', 'find', 'end', 'trail', 'head', 'fresh', 'water', 'creek', 'run', 'ocean', 'All', 'surround', 'pile', 'drift', 'wood']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1572,"No photo but observed for +/- 30 seconds. Was buzzed several times. Wasp, yellow and black; mostly smooth with a little hair between thorax and head. Not a bumblebee. At least thumb-sized (2""+).","['photo', 'observe', 'second', 'Was', 'buzz', 'several', 'time', 'Wasp', 'yellow', 'black', 'mostly', 'smooth', 'little', 'hair', 'thorax', 'head', 'Not', 'bumblebee', 'least', 'thumb', 'size']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1573,"I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.","['certain', 'asian', 'giant', 'long', 'cannot', 'find', 'photo', 'PNW', 'wasp', 'match', 'Kinda', 'freak', 'please', 'let', 'know', 'know', 'Photo', 'take', '98136']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1574,Flying outside men’s restroom at rest area eating a bee at rest area top of vantage hill under the windmills,"['Flying', 'outside', 'men', 'restroom', 'rest', 'area', 'eat', 'bee', 'rest', 'area', 'top', 'vantage', 'hill', 'windmill']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1575,Alive flying around,"['Alive', 'fly', 'around']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1576,This big guy just tried to fly in my house in the north Seattle neighborhood of Wallingford.,"['This', 'big', 'guy', 'try', 'fly', 'house', 'north', 'Seattle', 'neighborhood', 'Wallingford']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1577,"I saw an unusually large bee or hornet this evening around an area where I had been working with woodworking tools (lots of sawdust).  It was nearly 2"" in length.  I kept my distance, so I can't give a really good description.  I live in the Ravenna Brya","['saw', 'unusually', 'large', 'bee', 'hornet', 'even', 'around', 'area', 'work', 'woodworking', 'tool', 'lot', 'sawdust', 'nearly', 'length', 'keep', 'distance', 'give', 'really', 'good', 'description', 'live', 'Ravenna', 'Brya']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1578,This wasp/bee was about 1.5-2 inches long. Sorry I do not size reference in the photo.,"['This', 'wasp', 'bee', 'inch', 'long', 'Sorry', 'size', 'reference', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1579,Noted at 10pm - as I was walking up the stairs to my apartment - I spotted something that was significantly larger than the average wasp or hornet that's normally seen. I approached slowly and the insect flew away. This was an extremely large insect that,"['Noted', '10pm', 'walk', 'stair', 'apartment', 'spot', 'something', 'significantly', 'large', 'average', 'wasp', 'hornet', 'normally', 'see', 'approach', 'slowly', 'insect', 'fly', 'away', 'This', 'extremely', 'large', 'insect']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1580,I would like to log my location on,"['would', 'like', 'log', 'location']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1581,"We found this at my work and had trapped it in between a window and screen. It was about 2"" long and had a big stinger stingers couple millimetres long, it also had Black and yellow stripes along its body.","['find', 'work', 'trap', 'window', 'screen', 'long', 'big', 'stinger', 'stinger', 'couple', 'millimetre', 'long', 'also', 'Black', 'yellow', 'stripe', 'along', 'body']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1582,"Saw a GIANT ~2 inch flying insect while watering garden, didn't have phone, but it was huge, orange and black. Saw it up close and then it flew up high. Was around 2 inches, all around big, with what looked like a stinger. Definitely an abnormally large","['Saw', 'GIANT', 'inch', 'fly', 'insect', 'water', 'garden', 'phone', 'huge', 'orange', 'black', 'Saw', 'close', 'fly', 'high', 'Was', 'around', 'inch', 'around', 'big', 'look', 'like', 'stinger', 'Definitely', 'abnormally', 'large']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1583,"I attempted gathering a photo but by the time I got my camera the hornet wouldn’t land again. The body of it was close to 2 inches long, the tail was black with some dark orange. It landed about 1 foot away so i got a good look at it. It flew around my","['attempt', 'gather', 'photo', 'time', 'get', 'camera', 'hornet', 'land', 'The', 'body', 'close', 'inch', 'long', 'tail', 'black', 'dark', 'orange', 'land', 'foot', 'away', 'get', 'good', 'look', 'fly', 'around']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Location is Valleford, WA, on the corner of Spangle Creek Rd and Valley Chapel Rd. I saw this within the last month or two, maybe the photo indicates exact date. It was longer than it appears in this photo. It was not a bumble bee as this image makes it","['Location', 'Valleford', 'corner', 'Spangle', 'Creek', 'Valley', 'Chapel', 'saw', 'within', 'last', 'month', 'two', 'maybe', 'photo', 'indicate', 'exact', 'date', 'longer', 'appear', 'photo', 'bumble', 'bee', 'image', 'make']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1585,Possibly elm sawfly based on your photos?,"['Possibly', 'elm', 'sawfly', 'base', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1586,Headless body of large insect,"['Headless', 'body', 'large', 'insect']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1587,Found  in pool,"['Found', 'pool']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1588,Just saw these asian hornets,"['Just', 'saw', 'asian', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
